ut,label,pub_year,doi,p_oa,p_oa_gold,p_oa_bronze,p_oa_hybrid,p_oa_green
000355979500077,WOS:000355979500077,2015,10.1371/journal.pone.0128294,1,1,0,0,1
000355979500112,WOS:000355979500112,2015,10.1371/journal.pone.0128964,1,1,0,0,1
000356025000004,WOS:000356025000004,2015,10.1027/1864-9335/a000235,0,0,0,0,0
000356045800001,WOS:000356045800001,2015,10.3389/fpsyg.2015.00638,1,1,0,0,1
000356052800003,WOS:000356052800003,2015,10.1016/j.dcn.2015.03.002,1,1,0,0,1
000356052800008,WOS:000356052800008,2015,10.1016/j.dcn.2015.04.007,1,1,0,0,1
000356054700007,WOS:000356054700007,2015,10.1016/j.eurpsy.2015.01.002,0,0,0,0,0
000356072000001,WOS:000356072000001,2015,10.3389/fnhum.2015.00296,1,1,0,0,1
000356095900001,WOS:000356095900001,2015,10.1038/srep10534,1,1,0,0,1
000356113600017,WOS:000356113600017,2015,10.1016/j.bbr.2015.04.029,0,0,0,0,0
000356166100001,WOS:000356166100001,2015,10.1017/s0963180114000425,0,0,0,0,0
000356186700007,WOS:000356186700007,2015,10.1038/npp.2015.36,1,0,1,0,1
000356251800008,WOS:000356251800008,2015,10.1073/pnas.1508097112,1,0,1,0,1
000356272800001,WOS:000356272800001,2015,10.1093/scan/nsu113,1,0,0,1,1
000356272800002,WOS:000356272800002,2015,10.1093/scan/nsu119,1,0,0,1,1
000356272800003,WOS:000356272800003,2015,10.1093/scan/nsu116,1,0,0,1,1
000356272800004,WOS:000356272800004,2015,10.1093/scan/nsu121,1,0,0,1,1
000356272800004,WOS:000356272800004,2015,10.1093/scan/nsu121,1,0,0,1,1
000356272800005,WOS:000356272800005,2015,10.1093/scan/nsu122,1,0,0,1,1
000356272800006,WOS:000356272800006,2015,10.1093/scan/nsu123,1,0,0,1,1
000356272800006,WOS:000356272800006,2015,10.1093/scan/nsu123,1,0,0,1,1
000356272800007,WOS:000356272800007,2015,10.1093/scan/nsu124,1,0,0,1,1
000356272800008,WOS:000356272800008,2015,10.1093/scan/nsu127,1,0,0,1,1
000356272800008,WOS:000356272800008,2015,10.1093/scan/nsu127,1,0,0,1,1
000356272800009,WOS:000356272800009,2015,10.1093/scan/nsu129,1,0,0,1,1
000356272800010,WOS:000356272800010,2015,10.1093/scan/nsu131,1,0,0,1,1
000356272800011,WOS:000356272800011,2015,10.1093/scan/nsu128,1,0,0,1,1
000356272800011,WOS:000356272800011,2015,10.1093/scan/nsu128,1,0,0,1,1
000356272800012,WOS:000356272800012,2015,10.1093/scan/nsu125,1,0,0,1,1
000356272800012,WOS:000356272800012,2015,10.1093/scan/nsu125,1,0,0,1,1
000356272800013,WOS:000356272800013,2015,10.1093/scan/nsu132,1,0,0,1,1
000356272800014,WOS:000356272800014,2015,10.1093/scan/nsu138,1,0,0,1,1
000356272800015,WOS:000356272800015,2015,10.1093/scan/nsu118,1,0,0,1,1
000356272800016,WOS:000356272800016,2015,10.1093/scan/nsu115,1,0,0,1,1
000356272800017,WOS:000356272800017,2015,10.1093/scan/nsu114,1,0,0,1,1
000356361500008,WOS:000356361500008,2015,10.1016/j.jad.2015.04.052,0,0,0,0,0
000356534200001,WOS:000356534200001,2015,10.1038/srep10950,1,1,0,0,1
000356551000021,WOS:000356551000021,2015,10.1016/j.bbr.2015.04.047,0,0,0,0,0
000356556200005,WOS:000356556200005,2015,10.1016/j.cortex.2015.03.013,0,0,0,0,0
000356597200004,WOS:000356597200004,2015,10.1037/npe0000038,1,0,0,0,1
000356688500001,WOS:000356688500001,2015,10.1155/2015/763965,1,1,0,0,1
000356691900005,WOS:000356691900005,2015,10.1002/dev.21310,0,0,0,0,0
000356719200021,WOS:000356719200021,2015,10.1002/hbm.22801,0,0,0,0,0
000356767400044,WOS:000356767400044,2015,10.1016/j.neuroscience.2015.05.045,1,0,0,1,0
000356781500001,WOS:000356781500001,2015,10.3389/fnbeh.2015.00133,1,1,0,0,1
000356782700001,WOS:000356782700001,2015,10.3389/fnbeh.2015.00136,1,1,0,0,1
000356786800001,WOS:000356786800001,2015,10.3389/fnbeh.2015.00148,1,1,0,0,1
000356787400001,WOS:000356787400001,2015,10.3389/fnbeh.2015.00154,1,1,0,0,1
000356835800014,WOS:000356835800014,2015,10.1371/journal.pone.0128485,1,1,0,0,1
000356835800095,WOS:000356835800095,2015,10.1371/journal.pone.0130686,1,1,0,0,1
000356901900019,WOS:000356901900019,2015,10.1371/journal.pone.0129714,1,1,0,0,1
000357004800001,WOS:000357004800001,2015,10.1186/s11689-015-9112-y,1,1,0,0,1
000357139300004,WOS:000357139300004,2015,10.1177/1754073915575405,0,0,0,0,0
000357269800001,WOS:000357269800001,2015,10.3389/fnbeh.2015.00169,1,1,0,0,1
000357433300006,WOS:000357433300006,2015,10.1111/ejn.12947,1,0,0,0,1
000357440200010,WOS:000357440200010,2015,10.1016/j.neuropsychologia.2015.05.004,1,0,0,0,1
000357440200012,WOS:000357440200012,2015,10.1016/j.neuropsychologia.2015.04.035,1,0,0,0,1
000357489000009,WOS:000357489000009,2015,10.1016/j.biopsych.2014.10.015,0,0,0,0,0
000357878700014,WOS:000357878700014,2015,10.1073/pnas.1502032112,1,0,1,0,1
000357949900015,WOS:000357949900015,2015,10.1002/hbm.22827,0,0,0,0,0
000357949900025,WOS:000357949900025,2015,10.1002/hbm.22838,1,0,0,0,1
000357976800001,WOS:000357976800001,2015,10.1038/srep11704,1,1,0,0,1
000358045100028,WOS:000358045100028,2015,10.1016/j.neuroimage.2015.05.038,1,0,0,0,1
000358151300069,WOS:000358151300069,2015,10.1371/journal.pone.0132209,1,1,0,0,1
000358157600294,WOS:000358157600294,2015,10.1371/journal.pone.0132518,1,1,0,0,1
000358157600310,WOS:000358157600310,2015,10.1371/journal.pone.0132679,1,1,0,0,1
000358176400001,WOS:000358176400001,2015,10.1002/hipo.22416,1,0,0,0,1
000358249000022,WOS:000358249000022,2015,10.1523/jneurosci.4560-14.2015,1,0,1,0,1
000358252000018,WOS:000358252000018,2015,10.1523/jneurosci.0551-15.2015,1,0,1,0,1
000358254200010,WOS:000358254200010,2015,10.1111/jgs.13481,1,0,0,0,1
000358298500004,WOS:000358298500004,2015,10.1523/jneurosci.5254-14.2015,1,0,1,0,1
000358368000007,WOS:000358368000007,2015,10.1214/15-aoas818,1,0,0,1,1
000358434200021,WOS:000358434200021,2015,10.1016/j.biopsycho.2015.06.003,0,0,0,0,0
000358439000002,WOS:000358439000002,2015,10.1103/physreve.92.012817,1,0,0,0,1
000358465700014,WOS:000358465700014,2015,10.4306/pi.2015.12.3.372,1,1,0,0,1
000358466000003,WOS:000358466000003,2015,10.1016/j.jrp.2015.03.001,0,0,0,0,0
000358501600010,WOS:000358501600010,2015,10.1002/ana.24437,0,0,0,0,0
000358547600111,WOS:000358547600111,2015,10.1371/journal.pone.0133539,1,1,0,0,1
000358574300001,WOS:000358574300001,2015,10.2147/dddt.s81004,1,1,0,0,1
000358631700007,WOS:000358631700007,2015,10.1016/j.jneumeth.2015.05.005,0,0,0,0,0
000358678100018,WOS:000358678100018,2015,10.1523/jneurosci.1457-14.2015,1,0,1,0,1
000358681900001,WOS:000358681900001,2015,10.1037/bne0000075,1,0,0,1,1
000358681900002,WOS:000358681900002,2015,10.1037/bne0000069,1,0,0,1,1
000358681900003,WOS:000358681900003,2015,10.1037/bne0000074,1,0,0,0,1
000358681900004,WOS:000358681900004,2015,10.1037/bne0000066,0,0,0,0,0
000358681900005,WOS:000358681900005,2015,10.1037/bne0000068,1,0,0,0,1
000358681900006,WOS:000358681900006,2015,10.1037/bne0000067,0,0,0,0,0
000358681900007,WOS:000358681900007,2015,10.1037/bne0000073,1,0,0,0,1
000358681900008,WOS:000358681900008,2015,10.1037/bne0000071,0,0,0,0,0
000358681900009,WOS:000358681900009,2015,10.1037/bne0000070,0,0,0,0,0
000358681900010,WOS:000358681900010,2015,10.1037/bne0000065,1,0,0,1,1
000358681900011,WOS:000358681900011,2015,10.1037/bne0000072,1,0,0,1,1
000358681900012,WOS:000358681900012,2015,10.1037/bne0000064,1,0,0,1,1
000358681900013,WOS:000358681900013,2015,10.1037/bne0000061,1,0,0,1,1
000358681900014,WOS:000358681900014,2015,10.1037/bne0000079,0,0,0,0,0
000358681900015,WOS:000358681900015,2015,10.1037/bne0000078,1,0,0,1,1
000358681900016,WOS:000358681900016,2015,10.1037/bne0000080,1,0,0,0,1
000358768200002,WOS:000358768200002,2015,10.1162/jocn_a_00813,1,0,0,0,1
000358768200008,WOS:000358768200008,2015,10.1162/jocn_a_00824,0,0,0,0,0
000358797800007,WOS:000358797800007,2015,10.1037/pha0000033,1,0,0,1,1
000359020000003,WOS:000359020000003,2015,10.3758/s13415-015-0342-y,1,0,0,1,1
000359020000006,WOS:000359020000006,2015,10.3758/s13415-015-0346-7,1,0,0,1,1
000359061400134,WOS:000359061400134,2015,10.1371/journal.pone.0134961,1,1,0,0,1
000359096000034,WOS:000359096000034,2015,10.1016/j.cub.2015.06.043,1,0,0,1,1
000359167000038,WOS:000359167000038,2015,10.1016/j.addbeh.2015.06.033,0,0,0,0,0
000359177800006,WOS:000359177800006,2015,10.1016/j.bandc.2015.05.006,0,0,0,0,0
000359178800011,WOS:000359178800011,2015,10.1509/jmr.13.0611,1,0,0,0,1
000359200000005,WOS:000359200000005,2015,10.1001/jamapsychiatry.2015.0101,1,0,1,0,1
000359207100040,WOS:000359207100040,2015,10.1016/j.neuroscience.2015.06.062,0,0,0,0,0
000359306200009,WOS:000359306200009,2015,10.1016/j.dcn.2015.07.003,1,1,0,0,1
000359313300004,WOS:000359313300004,2015,10.1016/j.pscychresns.2015.05.013,0,0,0,0,0
000359319700007,WOS:000359319700007,2015,10.1093/cercor/bht365,1,0,0,1,1
000359319700018,WOS:000359319700018,2015,10.1093/cercor/bht427,1,0,1,0,1
000359319700028,WOS:000359319700028,2015,10.1093/cercor/bhu012,1,0,1,0,1
000359319800012,WOS:000359319800012,2015,10.1016/j.clinph.2014.11.014,0,0,0,0,0
000359320000002,WOS:000359320000002,2015,10.1093/cercor/bhu008,1,0,1,0,1
000359330200009,WOS:000359330200009,2015,10.1016/j.cortex.2015.04.002,0,0,0,0,0
000359564500011,WOS:000359564500011,2015,10.1089/neu.2013.3163,0,0,0,0,0
000359649500003,WOS:000359649500003,2015,10.1007/s00221-015-4322-9,0,0,0,0,0
000359738300062,WOS:000359738300062,2015,10.1073/pnas.1512133112,1,0,1,0,1
000359789000002,WOS:000359789000002,2015,10.3389/fpsyg.2015.01098,1,1,0,0,1
000359801200001,WOS:000359801200001,2015,10.3389/fpsyg.2015.01159,1,1,0,0,1
000359852300002,WOS:000359852300002,2015,10.1111/psyp.12445,0,0,0,0,0
000359863000010,WOS:000359863000010,2015,10.1111/ene.12745,0,0,0,0,0
000359885300031,WOS:000359885300031,2015,10.1016/j.bbrc.2015.03.089,1,0,0,1,0
000359951900033,WOS:000359951900033,2015,10.1371/journal.pone.0135912,1,1,0,0,1
000359951900046,WOS:000359951900046,2015,10.1371/journal.pone.0136168,1,1,0,0,1
000359956100041,WOS:000359956100041,2015,10.1016/j.jpsychires.2015.05.011,1,0,0,1,0
000359992500007,WOS:000359992500007,2015,10.1007/s10071-015-0873-1,0,0,0,0,0
000360022000001,WOS:000360022000001,2015,10.3389/fpsyg.2015.01226,1,1,0,0,1
000360063000005,WOS:000360063000005,2015,10.1002/hipo.22425,1,0,0,0,1
000360263400001,WOS:000360263400001,2015,10.3389/fnhum.2015.00412,1,1,0,0,1
000360271100001,WOS:000360271100001,2015,10.3389/fnhum.2015.00450,1,1,0,0,1
000360271300001,WOS:000360271300001,2015,10.3389/fnhum.2015.00467,1,1,0,0,1
000360271500001,WOS:000360271500001,2015,10.3389/fnhum.2015.00456,1,1,0,0,1
000360299100194,WOS:000360299100194,2015,10.1371/journal.pone.0137020,1,1,0,0,1
000360303300009,WOS:000360303300009,2015,10.1080/17588928.2015.1042444,0,0,0,0,0
000360383200070,WOS:000360383200070,2015,10.1073/pnas.1504242112,1,0,1,0,1
000360437700001,WOS:000360437700001,2015,10.1371/journal.pone.0129074,1,1,0,0,1
000360437700026,WOS:000360437700026,2015,10.1371/journal.pone.0136029,1,1,0,0,1
000360437700081,WOS:000360437700081,2015,10.1371/journal.pone.0137014,1,1,0,0,1
000360446000007,WOS:000360446000007,2015,10.1002/aur.1457,0,0,0,0,0
000360446600005,WOS:000360446600005,2015,10.1002/aur.1445,1,0,0,0,1
000360516100038,WOS:000360516100038,2015,10.1016/j.concog.2015.05.007,1,0,0,0,1
000360548700005,WOS:000360548700005,2015,10.1080/15427560.2015.1065263,0,0,0,0,0
000360563800008,WOS:000360563800008,2015,10.1016/j.pscychresns.2015.06.002,1,0,0,0,1
000360592700008,WOS:000360592700008,2015,10.1016/j.bbi.2014.06.201,1,0,0,0,1
000360592900028,WOS:000360592900028,2015,10.1016/j.bbi.2014.10.006,1,0,0,0,1
000360596700026,WOS:000360596700026,2015,10.1016/j.neuropsychologia.2015.06.015,1,0,0,0,1
000360596700053,WOS:000360596700053,2015,10.1016/j.neuropsychologia.2015.07.002,1,0,0,0,1
000360613800048,WOS:000360613800048,2015,10.1371/journal.pone.0136027,1,1,0,0,1
000360630200023,WOS:000360630200023,2015,10.1016/j.neuroimage.2015.05.093,0,0,0,0,0
000360639500001,WOS:000360639500001,2015,10.1038/srep13779,1,1,0,0,1
000360760700002,WOS:000360760700002,2015,10.1111/gbb.12234,1,0,0,0,1
000360827400003,WOS:000360827400003,2015,10.1002/da.22382,0,0,0,0,0
000360844000004,WOS:000360844000004,2015,10.7717/peerj.1115,1,1,0,0,1
000360867400022,WOS:000360867400022,2015,10.1016/j.jneumeth.2015.06.021,0,0,0,0,0
000360921600001,WOS:000360921600001,2016,10.1016/j.pnpbp.2015.06.014,0,0,0,0,0
000360921600016,WOS:000360921600016,2016,10.1016/j.pnpbp.2015.07.008,0,0,0,0,0
000360949300002,WOS:000360949300002,2015,10.1016/j.cortex.2014.12.020,1,0,0,0,1
000360949300003,WOS:000360949300003,2015,10.1016/j.cortex.2015.02.011,1,0,0,0,1
000360949300005,WOS:000360949300005,2015,10.1016/j.cortex.2015.03.007,0,0,0,0,0
000360949300006,WOS:000360949300006,2015,10.1016/j.cortex.2015.02.010,1,0,0,1,0
000360949300007,WOS:000360949300007,2015,10.1016/j.cortex.2015.01.021,0,0,0,0,0
000360949300008,WOS:000360949300008,2015,10.1016/j.cortex.2015.05.027,1,0,0,0,1
000360966400047,WOS:000360966400047,2015,10.1016/j.jad.2015.07.038,0,0,0,0,0
000361131800020,WOS:000361131800020,2015,10.1523/jneurosci.3530-14.2015,1,0,1,0,1
000361138300016,WOS:000361138300016,2015,10.1038/npp.2015.111,1,0,0,0,1
000361144200018,WOS:000361144200018,2015,10.1016/j.neuron.2015.06.031,1,0,0,1,1
000361145000014,WOS:000361145000014,2015,10.1016/j.neuron.2015.07.005,1,0,0,1,1
000361160200003,WOS:000361160200003,2015,10.1016/j.bandc.2015.07.001,0,0,0,0,0
000361160200004,WOS:000361160200004,2015,10.1016/j.bandc.2015.06.007,0,0,0,0,0
000361171200007,WOS:000361171200007,2015,10.1177/0956797615588467,1,0,0,1,1
000361182400007,WOS:000361182400007,2015,10.1016/j.neuroimage.2015.06.025,1,0,0,1,1
000361182400019,WOS:000361182400019,2015,10.1016/j.neuroimage.2015.06.058,1,0,0,1,0
000361182400024,WOS:000361182400024,2015,10.1016/j.neuroimage.2015.06.036,1,0,0,0,1
000361231200001,WOS:000361231200001,2015,10.3389/fnbeh.2015.00247,1,1,0,0,1
000361314800001,WOS:000361314800001,2015,10.3389/fnbeh.2015.00245,1,1,0,0,1
000361318300001,WOS:000361318300001,2015,10.3389/fnhum.2015.00483,1,1,0,0,1
000361320700001,WOS:000361320700001,2015,10.3389/fnhum.2015.00492,1,1,0,0,1
000361321300002,WOS:000361321300002,2015,10.3389/fnhum.2015.00495,1,1,0,0,1
000361464000008,WOS:000361464000008,2015,10.1093/cercor/bhu044,1,0,1,0,1
000361464000025,WOS:000361464000025,2015,10.1093/cercor/bhu061,1,0,1,0,1
000361464000027,WOS:000361464000027,2015,10.1093/cercor/bhu063,1,0,0,1,1
000361464000047,WOS:000361464000047,2015,10.1093/cercor/bhu083,1,0,0,0,1
000361464000064,WOS:000361464000064,2015,10.1093/cercor/bhu101,1,0,1,0,0
000361501200008,WOS:000361501200008,2015,10.1016/j.psc.2015.05.010,0,0,0,0,0
000361583500019,WOS:000361583500019,2015,10.1016/j.bbr.2015.06.009,0,0,0,0,0
000361583500029,WOS:000361583500029,2015,10.1016/j.bbr.2015.06.035,0,0,0,0,0
000361583500055,WOS:000361583500055,2015,10.1016/j.bbr.2015.07.008,0,0,0,0,0
000361826400047,WOS:000361826400047,2015,10.1016/j.schres.2015.07.012,0,0,0,0,0
000361826400048,WOS:000361826400048,2015,10.1016/j.schres.2015.08.022,1,0,0,0,1
000361834200003,WOS:000361834200003,2015,10.1037/bne0000077,1,0,0,0,1
000361834200004,WOS:000361834200004,2015,10.1037/bne0000083,1,0,0,1,1
000361834200005,WOS:000361834200005,2015,10.1037/bne0000091,0,0,0,0,0
000361834200006,WOS:000361834200006,2015,10.1037/bne0000093,1,0,0,0,1
000361834200007,WOS:000361834200007,2015,10.1037/bne0000092,1,0,0,0,1
000361834200008,WOS:000361834200008,2015,10.1037/bne0000076,0,0,0,0,0
000361834200009,WOS:000361834200009,2015,10.1037/bne0000087,0,0,0,0,0
000361834200010,WOS:000361834200010,2015,10.1037/bne0000081,1,0,0,1,1
000361834200011,WOS:000361834200011,2015,10.1037/bne0000082,1,0,0,1,1
000361834200012,WOS:000361834200012,2015,10.1037/bne0000090,1,0,0,1,1
000361834200013,WOS:000361834200013,2015,10.1037/bne0000088,1,0,0,1,1
000361834200014,WOS:000361834200014,2015,10.1037/bne0000084,1,0,0,1,1
000361845300015,WOS:000361845300015,2015,10.1016/j.jad.2015.07.043,1,0,0,0,1
000361845300016,WOS:000361845300016,2015,10.1016/j.jad.2015.08.043,0,0,0,0,0
000361851200003,WOS:000361851200003,2015,10.1016/j.jneuroling.2015.05.001,1,0,0,1,1
000361906200011,WOS:000361906200011,2015,10.1037/emo0000066,1,0,0,1,1
000361934000011,WOS:000361934000011,2015,10.1016/j.bbr.2015.08.001,0,0,0,0,0
000361934000014,WOS:000361934000014,2015,10.1016/j.bbr.2015.07.047,0,0,0,0,0
000361941800001,WOS:000361941800001,2015,10.1038/srep14220,1,1,0,0,1
000362025000015,WOS:000362025000015,2015,10.1016/j.neuroimage.2015.06.049,0,0,0,0,0
000362025000020,WOS:000362025000020,2015,10.1016/j.neuroimage.2015.06.081,0,0,0,0,0
000362025000036,WOS:000362025000036,2015,10.1016/j.neuroimage.2015.07.003,1,0,0,1,0
000362029000011,WOS:000362029000011,2015,10.1177/0004867415598009,0,0,0,0,0
000362056800012,WOS:000362056800012,2015,10.1016/j.jaac.2015.08.001,0,0,0,0,0
000362122900001,WOS:000362122900001,2015,10.3389/fnins.2015.00267,1,1,0,0,1
000362131300030,WOS:000362131300030,2015,10.1016/j.cortex.2015.06.026,1,0,0,0,1
000362134200002,WOS:000362134200002,2015,10.1016/j.neuropsychologia.2015.03.016,0,0,0,0,0
000362134200008,WOS:000362134200008,2015,10.1016/j.neuropsychologia.2015.03.030,1,0,0,0,1
000362134200022,WOS:000362134200022,2015,10.1016/j.neuropsychologia.2015.01.042,1,0,0,0,1
000362190700001,WOS:000362190700001,2015,10.3389/fnins.2015.00304,1,1,0,0,1
000362271800007,WOS:000362271800007,2015,10.1016/j.biopsych.2015.03.024,1,0,0,0,1
000362362300001,WOS:000362362300001,2015,10.3389/fnagi.2015.00186,1,1,0,0,1
000362420100011,WOS:000362420100011,2015,10.1111/acer.12835,0,0,0,0,0
000362661400001,WOS:000362661400001,2015,10.3389/fnhum.2015.00528,1,1,0,0,1
000362720800003,WOS:000362720800003,2015,10.1080/02643294.2015.1061981,0,0,0,0,0
000362896000011,WOS:000362896000011,2015,10.1111/acps.12429,0,0,0,0,0
000362932300002,WOS:000362932300002,2015,10.1016/j.bandl.2015.06.003,0,0,0,0,0
000362948500001,WOS:000362948500001,2015,10.1038/ncomms9107,1,1,0,0,1
000363061600002,WOS:000363061600002,2015,10.3389/fnhum.2015.00565,1,1,0,0,1
000363122000010,WOS:000363122000010,2015,10.1016/j.neuroimage.2015.07.047,1,0,0,0,1
000363122000016,WOS:000363122000016,2015,10.1016/j.neuroimage.2015.07.015,1,0,0,1,1
000363125200002,WOS:000363125200002,2015,10.1016/j.neuroimage.2015.07.082,0,0,0,0,0
000363125200003,WOS:000363125200003,2015,10.1016/j.neuroimage.2015.08.014,0,0,0,0,0
000363125200020,WOS:000363125200020,2015,10.1016/j.neuroimage.2015.08.018,0,0,0,0,0
000363125200031,WOS:000363125200031,2015,10.1016/j.neuroimage.2015.07.056,0,0,0,0,0
000363130900012,WOS:000363130900012,2015,10.1073/pnas.1511269112,1,0,1,0,1
000363202700001,WOS:000363202700001,2015,10.3389/fpsyg.2015.01491,1,1,0,0,1
000363224700010,WOS:000363224700010,2015,10.1098/rsif.2015.0644,1,0,1,0,1
000363309200066,WOS:000363309200066,2015,10.1371/journal.pone.0141133,1,1,0,0,1
000363310300002,WOS:000363310300002,2015,10.1080/17470919.2015.1087875,0,0,0,0,0
000363310300003,WOS:000363310300003,2015,10.1080/17470919.2015.1087427,0,0,0,0,0
000363310300003,WOS:000363310300003,2015,10.1080/17470919.2015.1087427,0,0,0,0,0
000363310300004,WOS:000363310300004,2015,10.1080/17470919.2015.1070198,1,0,0,0,1
000363310300005,WOS:000363310300005,2015,10.1080/17470919.2015.1070747,1,0,0,0,1
000363310300006,WOS:000363310300006,2015,10.1080/17470919.2015.1087424,1,0,0,0,1
000363310300007,WOS:000363310300007,2015,10.1080/17470919.2015.1087425,1,0,0,0,1
000363310300008,WOS:000363310300008,2015,10.1080/17470919.2015.1087426,1,0,0,0,1
000363310300009,WOS:000363310300009,2015,10.1080/17470919.2015.1013223,1,0,0,0,1
000363310300010,WOS:000363310300010,2015,10.1080/17470919.2015.1023400,1,0,0,1,1
000363310300011,WOS:000363310300011,2015,10.1080/17470919.2015.1040893,1,0,0,0,1
000363346900007,WOS:000363346900007,2015,10.1016/j.neulet.2015.08.029,0,0,0,0,0
000363423200003,WOS:000363423200003,2015,10.1002/brb3.358,1,1,0,0,1
000363423500008,WOS:000363423500008,2015,10.1002/brb3.377,1,1,0,0,1
000363476500001,WOS:000363476500001,2015,10.3389/fpsyg.2015.01475,1,1,0,0,1
000363548300021,WOS:000363548300021,2015,10.1152/jn.00518.2015,1,0,0,0,1
000363636200002,WOS:000363636200002,2015,10.1186/s13229-015-0052-x,1,1,0,0,1
000363659300024,WOS:000363659300024,2015,10.1523/jneurosci.3402-14.2015,1,0,1,0,1
000363659500012,WOS:000363659500012,2015,10.1523/jneurosci.1286-15.2015,1,0,1,0,1
000363660200003,WOS:000363660200003,2015,10.1523/jneurosci.4698-14.2015,1,0,1,0,1
000363660200014,WOS:000363660200014,2015,10.1523/jneurosci.1863-15.2015,1,0,1,0,1
000363763900016,WOS:000363763900016,2015,10.1016/j.neuroimage.2015.08.020,0,0,0,0,0
000363782200023,WOS:000363782200023,2015,10.1016/j.neuron.2015.08.023,1,0,0,1,1
000363785900001,WOS:000363785900001,2015,10.3389/fnbeh.2015.00269,1,1,0,0,1
000363815500031,WOS:000363815500031,2015,10.1016/j.neuropsychologia.2015.09.013,1,0,0,0,1
000363968000003,WOS:000363968000003,2015,10.1016/j.jalz.2014.10.012,0,0,0,0,0
000364205100001,WOS:000364205100001,2015,10.3389/fpsyg.2015.01575,1,1,0,0,1
000364219100010,WOS:000364219100010,2015,10.1002/hbm.22882,1,0,0,1,1
000364219100017,WOS:000364219100017,2015,10.1002/hbm.22889,1,0,1,0,0
000364219100034,WOS:000364219100034,2015,10.1002/hbm.22909,1,0,0,0,1
000364219500001,WOS:000364219500001,2015,10.1002/hbm.22907,0,0,0,0,0
000364219500007,WOS:000364219500007,2015,10.1002/hbm.22919,1,0,1,0,1
000364219500030,WOS:000364219500030,2015,10.1002/hbm.22944,1,0,0,0,1
000364219500035,WOS:000364219500035,2015,10.1002/hbm.22949,1,0,1,0,0
000364262500030,WOS:000364262500030,2015,10.1016/j.cub.2015.09.043,1,0,0,1,1
000364331400007,WOS:000364331400007,2015,10.1089/cyber.2015.0231,0,0,0,0,0
000364348200001,WOS:000364348200001,2015,10.3389/fpsyg.2015.01665,1,1,0,0,1
000364537300002,WOS:000364537300002,2015,10.1016/j.dcn.2015.07.006,1,1,0,0,1
000364609600006,WOS:000364609600006,2015,10.11607/ofph.1463,1,0,0,0,1
000364637100001,WOS:000364637100001,2015,10.3389/fpsyg.2015.01710,1,1,0,0,1
000364774900013,WOS:000364774900013,2015,10.1093/schbul/sbv025,1,0,1,0,1
000364778900002,WOS:000364778900002,2015,10.1093/geronb/gbu027,1,0,1,0,1
000364825000002,WOS:000364825000002,2015,10.3389/fpsyg.2015.01699,1,1,0,0,1
000364848100001,WOS:000364848100001,2015,10.1038/srep16701,1,1,0,0,1
000364868900016,WOS:000364868900016,2015,10.1111/add.13061,1,0,0,0,1
000364954700013,WOS:000364954700013,2015,10.3758/s13415-015-0359-2,1,0,1,0,0
000364954800005,WOS:000364954800005,2015,10.1016/j.neures.2015.07.005,1,0,0,1,0
000364970800001,WOS:000364970800001,2015,10.1080/17470919.2015.1014063,0,0,0,0,0
000364970800002,WOS:000364970800002,2015,10.1080/17470919.2015.1017111,0,0,0,0,0
000364970800003,WOS:000364970800003,2015,10.1080/17470919.2015.1022216,1,0,0,0,1
000364970800004,WOS:000364970800004,2015,10.1080/17470919.2015.1017112,0,0,0,0,0
000364970800005,WOS:000364970800005,2015,10.1080/17470919.2015.1013222,0,0,0,0,0
000364970800006,WOS:000364970800006,2015,10.1080/17470919.2015.1017113,0,0,0,0,0
000364970800007,WOS:000364970800007,2015,10.1080/17470919.2015.1017114,1,0,1,0,1
000364970800008,WOS:000364970800008,2015,10.1080/17470919.2015.1091380,1,0,0,0,1
000364970800008,WOS:000364970800008,2015,10.1080/17470919.2015.1091380,1,0,0,0,1
000365045800003,WOS:000365045800003,2015,10.1016/j.biopsycho.2015.09.011,0,0,0,0,0
000365045800006,WOS:000365045800006,2015,10.1016/j.biopsycho.2015.09.005,0,0,0,0,0
000365046200011,WOS:000365046200011,2015,10.1016/j.biopsych.2015.02.017,1,0,0,0,1
000365053600007,WOS:000365053600007,2015,10.1016/j.pscychresns.2015.09.011,0,0,0,0,0
000365053600008,WOS:000365053600008,2015,10.1016/j.pscychresns.2015.09.013,0,0,0,0,0
000365053800003,WOS:000365053800003,2015,10.1016/j.neuropsychologia.2015.09.030,0,0,0,0,0
000365053800009,WOS:000365053800009,2015,10.1016/j.neuropsychologia.2015.09.010,0,0,0,0,0
000365054900007,WOS:000365054900007,2015,10.1016/j.parkreldis.2015.09.042,0,0,0,0,0
000365062900022,WOS:000365062900022,2015,10.1016/j.psyneuen.2015.08.012,0,0,0,0,0
000365173100083,WOS:000365173100083,2015,10.1073/pnas.1512378112,1,0,1,0,1
000365195100001,WOS:000365195100001,2015,10.1038/srep17138,1,1,0,0,1
000365221500008,WOS:000365221500008,2015,10.1016/j.pscychresns.2015.08.006,0,0,0,0,0
000365221500009,WOS:000365221500009,2015,10.1016/j.pscychresns.2015.08.007,0,0,0,0,0
000365245200001,WOS:000365245200001,2015,10.1016/j.bandc.2015.09.003,0,0,0,0,0
000365308700001,WOS:000365308700001,2015,10.3389/fnhum.2015.00553,1,1,0,0,1
000365313100001,WOS:000365313100001,2015,10.3389/fnhum.2015.00562,1,1,0,0,1
