Authors	Title	Publication Year	DOI	sample size before exclusion	sample_size_after.x	UT	p_oa	p_oa_gold	p_oa_bronze	p_oa_hybrid	p_oa_green	pub_block_begin	pub_block_end	p	mcs	tcs	mncs	mnjs	pp_top_perc	pp_uncited	prop_self_cits	int_cov	pp_collab	pp_int_collab	SO	NR	TC	Z9	U1	U2	SN	JI	PD	WC	SC	AU1_UN	standardized.coder.comment.y	p.value.	MF_short	MF_in_t_a_d_o	MF_clarity	MF_result_report	MF_result_report_clarity	MF_is_positive_finding	Paper_type	is_longtitudinal	paper_clarity	is_replication	is_exploratory	prereg	prereg_link	NA..1	altmetric_jid	issns	cohorts.pub	cohorts.sci	cohorts.com	context.all.count	context.all.mean	context.all.rank	context.all.pct	context.all.higher_than	context.journal.count	context.journal.mean	context.journal.rank	context.journal.pct	context.journal.higher_than	context.similar_age_3m.count	context.similar_age_3m.mean	context.similar_age_3m.rank	context.similar_age_3m.pct	context.similar_age_3m.higher_than	context.similar_age_journal_3m.count	context.similar_age_journal_3m.mean	context.similar_age_journal_3m.rank	context.similar_age_journal_3m.pct	context.similar_age_journal_3m.higher_than	authors1	authors2	authors3	authors4	type	altmetric_id	schema	is_oa	publisher_subjects.name1	publisher_subjects.name2	publisher_subjects.scheme1	publisher_subjects.scheme2	cited_by_posts_count	cited_by_tweeters_count	cited_by_accounts_count	last_updated	score	history.1y	history.6m	history.3m	history.1m	history.1w	history.6d	history.5d	history.4d	history.3d	history.2d	history.1d	history.at	added_on	published_on	scopus_subjects1	scopus_subjects2	readers.citeulike	readers.mendeley	readers.connotea	readers_count	images.small	images.medium	images.large	details_url	publisher_subjects.name3	publisher_subjects.scheme3	pmid	uri	authors5	cited_by_qna_count	subjects	scopus_subjects3	scopus_subjects4	issns1	issns2	issns3	abstract	abstract_source	authors6	authors7	authors8	cited_by_fbwalls_count	cited_by_feeds_count	cited_by_peer_review_sites_count	cited_by_msm_count	authors	publisher_subjects.name	publisher_subjects.scheme	cohorts.doc	publisher_subjects.name4	publisher_subjects.name5	publisher_subjects.name6	publisher_subjects.name7	publisher_subjects.scheme4	publisher_subjects.scheme5	publisher_subjects.scheme6	publisher_subjects.scheme7	cited_by_policies_count	authors9	authors10	subjects1	subjects2	subjects3	cited_by_gplus_count	handles	handle	publisher_subjects.name8	publisher_subjects.name9	publisher_subjects.scheme8	publisher_subjects.scheme9	authors11	authors12	authors13	authors14	authors15	authors16	pmc	scopus_subjects	cited_by_wikipedia_count	cited_by_videos_count	cited_by_pinners_count	cited_by_rdts_count
MEIER A;SCHAFER S	POSITIVE SIDE OF SOCIAL COMPARISON ON SOCIAL NETWORK SITES: HOW ENVY CAN DRIVE INSPIRATION ON INSTAGRAM	2018	10.1089/CYBER.2017.0708		385	isi000438235300003	0	0	0	0	0	1981	2017	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	CYBERPSYCHOLOGY BEHAVIOR AND SOCIAL NETWORKING	39	1	1	23	63	2152-2715	CYBERPSYCHOLOGY BEHAV. SOC. NETW.	JUL	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	JOHANNES GUTENBERG UNIV MAINZ																	4f6fa4eb3cf058f6100026c1		5	2	1	14150306	8.3193856704771	3211720	77	10925227	992	25.63673259334	404	59	587	271486	13.968078575243	77708	71	193551	28	26.054518518519	15	46	13	MeierAdrian	SchäferSvenja			article	45094576	1.5.4	FALSE	Psychology	Cognitive Science	era	era	11	8	10	1547628534	5.5	0	0	0	0	0	0	0	0	0	0	0	5.5	1531756825	1530403200			0	93	0	93	https://badges.altmetric.com/?size=64&score=6&types=ttttttff	https://badges.altmetric.com/?size=100&score=6&types=ttttttff	https://badges.altmetric.com/?size=180&score=6&types=ttttttff	http://www.altmetric.com/details.php?citation_id=45094576	Information Systems	era	29995526							2152-2715	2152-2723		"A growing body of research finds social network sites (SNS) such as Instagram to facilitate social comparison and the emotional experience of envy in everyday life, with harmful effects for users' well-being. Yet, previous research has exclusively focused on the negative side of social comparison and envy on SNS. Thereby, it has neglected two important aspects: (a) comparison processes can also elicit a beneficial emotional reaction to other users' online self-presentations (i.e., benign envy) and, thus, (b) comparisons can be motivating, with positive outcomes for well-being. The present study aims at closing this research gap by investigating how social comparisons and envy on SNS are related to inspiration, a complex motivational state. Due to its specific characteristics of a creative and aesthetic visual culture, we focus our investigation on Instagram. A structural equation modeling mediation analysis with data from N = 385 Instagram users reveals that the intensity of social comparisons on Instagram was positively related to inspiration and that this relationship was fully mediated by benign envy. Furthermore, inspiration on Instagram was related to increased positive affect. Results of this study underline that to understand the effects of SNS on well-being, we also need to consider the positive motivational side of social comparison and envy."					2																			behavioralsciences	psychology																				
MEISSNER F;ROTHERMUND K	THE INSECT-NONWORD IAT REVISITED DISSOCIATING BETWEEN EVALUATIVE ASSOCIATIONS AND RECODING	2015	10.1027/1864-9335/A000220	36	33	isi000349453000006	0	0	0	0	0	1981	2017	1	4	4	0.741139166862595	0.643047218307251	0	0	0.333333333333333	0.96969696969697	0	0	SOCIAL PSYCHOLOGY	34	6	6	0	0	1864-9335	SOC. PSYCHOL.		"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNIV JENA																																																																																																																																												
MENCHIK DA;MELTZER DO	THE CULTIVATION OF ESTEEM AND RETRIEVAL OF SCIENTIFIC KNOWLEDGE IN PHYSICIAN NETWORKS	2010	10.1177/0022146510372231		281	isi000279052100002	1	0	0	0	1	1981	2017	1	9	9	0.557601858101864	3.72177113225133	0	0	0.181818181818182	0.578947368421053	0	0	JOURNAL OF HEALTH AND SOCIAL BEHAVIOR	80	12	12	0	0	0022-1465	J. HEALTH SOC. BEHAV.	JUN	"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; PSYCHOLOGY, SOCIAL; SOCIAL SCIENCES, BIOMEDICAL; SOCIOLOGY"	"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; PSYCHOLOGY; BIOMEDICAL SOCIAL SCIENCES; SOCIOLOGY"	UNIV CHICAGO																	4f6fa4f53cf058f610002dd0				1	14162689	8.326749959178	8146711	40	5723225	791	18.470939240506	696	10	80	315748	13.119746144856	165540	44	141576	5	8.7375	3	40	2	Daniel A. Menchik	David O. Meltzer			article	69017345	1.5.4	FALSE					2	2	2	1571754466	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	1.5	1571619898	1275868800	Health Sciences	Social Sciences	0	46	0	4	https://badges.altmetric.com/?size=64&score=2&types=tttttttt	https://badges.altmetric.com/?size=100&score=2&types=tttttttt	https://badges.altmetric.com/?size=180&score=2&types=tttttttt	http://www.altmetric.com/details.php?citation_id=69017345			20617755					Psychology	Medicine	0022-1465	2150-6000														1																																	
MEREDITH GM;MEREDITH CG	ACCULTURATION AND PERSONALITY AMONG JAPANESE-AMERICAN COLLEGE STUDENTS IN HAWAII	1966	10.1080/00224545.1966.9919679		135	isia19667312100021	NULL	NULL	NULL	NULL	NULL	1981	2017	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	JOURNAL OF SOCIAL PSYCHOLOGY	35	24	24	0	1	0022-4545	J. SOC. PSYCHOL.		"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	NOTREPORTED																																																																																																																																												
MERRITT PS;COOK GI;WANG M;SCHNARRS PW;JACK S	"CAN A GAY MAN PLAY IT STRAIGHT? HOW BEING ""OUT"" INFLUENCES PERCEPTIONS OF MASCULINITY AND PERFORMANCE APPRAISAL"	2013	10.1037/A0030957	371	369	isi000438467600003	NULL	NULL	NULL	NULL	NULL	1981	2017	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	PSYCHOLOGY OF POPULAR MEDIA CULTURE	35	1	1	0	0	2160-4134	PSYCHOL. POP. MEDIA CULT.	JUL	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	CLEMSON UNIV																	53a047802a83ee3d5d8b4573			1		12431278	7.7101422164292	6736715	44	5534720	135	23.545164179104	78	38	52	143952	7.2289106570988	61531	55	80057	1	0	1	1	0	Paul S. Merritt	Gabriel I. Cook	Min Wang	Phillip W. Schnarrs	article	1308294	1.5.4	FALSE					8	1	2	1473900408	2	0	0	0	0	0	0	0	0	0	0	0	2	1363655970	1372636800			0	17	0	17	https://badges.altmetric.com/?size=64&score=2&types=eeeeeett	https://badges.altmetric.com/?size=100&score=2&types=eeeeeett	https://badges.altmetric.com/?size=180&score=2&types=eeeeeett	http://www.altmetric.com/details.php?citation_id=1308294					Stephen Jack					2160-4142	2160-4134									1																																						
MEYER TD;BARTON S;BAUR M;JORDAN G	VULNERABILITY FACTORS FOR BIPOLAR DISORDERS AS PREDICTORS OF ATTRIBUTIONS IN ABILITY-BASED AND CHANCE-BASED TESTS	2010	10.1027/1614-0001/A000004	129	115	isi000274049300004	0	0	0	0	0	1981	2017	1	8	8	0.411113576784655	0.372571678961094	0	0	0.384615384615385	0.829268292682927	1	1	JOURNAL OF INDIVIDUAL DIFFERENCES	44	15	15	0	4	1614-0001	J. INDIVID. DIFFER.		"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNIV NEWCASTLE																																																																																																																																												
MICKELSON KD;HELGESON VS;WEINER E	GENDER EFFECTS ON SOCIAL SUPPORT PROVISION AND RECEIPT	1995	10.1111/J.1475-6811.1995.TB00087.X		122	isia1995tf79000004	0	0	0	0	0	1981	2017	1	16	16	0.737592478781385	2.08554273375437	0	0	0.111111111111111	0.521739130434783	0	0	PERSONAL RELATIONSHIPS	26	18	18	0	0	1350-4126	PERS. RELAT.	SEP	"COMMUNICATION; PSYCHOLOGY, SOCIAL"	COMMUNICATION; PSYCHOLOGY	CARNEGIE MELLON UNIV																																																																																																																																												
MIDLARSKY E	"AIDING UNDER STRESS - EFFECTS OF COMPETENCE, DEPENDENCY, VISIBILITY, AND FATALISM"	1971	10.1111/J.1467-6494.1971.TB00993.X		80	isia1971i645300010	NULL	NULL	NULL	NULL	NULL	1981	2017	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	JOURNAL OF PERSONALITY	22	57	57	0	0	0022-3506	J. PERS.		"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	NOTREPORTED																																																																																																																																												
MILLAR MG	PREDICTING DENTAL FLOSSING BEHAVIOR: THE ROLE OF IMPLICIT AND EXPLICIT RESPONSES AND BELIEFS	2011	10.1080/01973533.2010.539949		125	isi000287747500002	0	0	0	0	0	1981	2017	1	9	9	0.560223743117597	0.475341357796749	0	0	0	0.767857142857143	0	0	BASIC AND APPLIED SOCIAL PSYCHOLOGY	60	10	10	0	15	0197-3533	BASIC APPL SOC. PSYCHOL.		"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNIV NEVADA																																																																																																																																												
MILLER AG	INTEGRATION AND ACCULTURATION OF COOPERATIVE BEHAVIOR AMONG BLACKFOOT INDIAN AND NON-INDIAN CANADIAN CHILDREN	1973	10.1177/002202217300400308		72	isia1973r188500008	NULL	NULL	NULL	NULL	NULL	1981	2017	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	JOURNAL OF CROSS-CULTURAL PSYCHOLOGY	6	8	8	0	0	0022-0221	J. CROSS-CULT. PSYCHOL.		"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNIV LETHBRIDGE																																																																																																																																												
MILLER BL;STOGNER JM	KEEPING IT BETWEEN THE BUOYS: ASSESSING SELF-REPORTED BOATING UNDER THE INFLUENCE (BUI) IN A YOUNG ADULT POPULATION	2015	10.1080/01639625.2014.908679	2349	1082	isi000342828700004	0	0	0	0	0	1981	2017	1	0	0	0	0.752729325178917	0	1	1	0.516129032258065	1	0	DEVIANT BEHAVIOR	63	2	2	0	16	0163-9625	DEVIANT BEHAV.	JAN 2	"CRIMINOLOGY & PENOLOGY; PSYCHOLOGY, SOCIAL; SOCIOLOGY"	CRIMINOLOGY & PENOLOGY; PSYCHOLOGY; SOCIOLOGY	GEORGIA SO UNIV																																																																																																																																												
MILLER RJ	GENDER DIFFERENCES IN ILLUSION RESPONSE: THE INFLUENCE OF SPATIAL STRATEGY AND SEX RATIO	2001	10.1023/A:1010907204430	120	108	isi000170138600006	0	0	0	0	0	1981	2017	1	4	4	0.144396134452332	0.877042430281497	0	0	0	0.703703703703704	1	0	SEX ROLES	42	5	7	0	7	0360-0025	SEX ROLES	FEB	"PSYCHOLOGY, DEVELOPMENTAL; PSYCHOLOGY, SOCIAL; WOMEN'S STUDIES"	PSYCHOLOGY; WOMEN'S STUDIES	SUNY COLL BROCKPORT																																																																																																																																												
MILLER RJ;CHINO AF;HARNEY MK;HAINES DA;SAAVEDRA RL	ASSIGNMENT OF PUNISHMENT AS A FUNCTION OF THE SEVERITY AND CONSEQUENCES OF THE CRIME AND THE STATUS OF THE DEFENDANT	1986	10.1111/J.1559-1816.1986.TB02279.X		81	isia1986a937300006	0	0	0	0	0	1981	2017	1	8	8	0.122831283160148	0.425163736938421	0	0	0	0.428571428571429	0	0	JOURNAL OF APPLIED SOCIAL PSYCHOLOGY	44	8	8	0	0	0021-9029	J. APPL. SOC. PSYCHOL.		"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	WASHINGTON STATE UNIV		0.0001	""" Higher levels of assigned punishment were significantly related to higher levels of degree of devianceand activity significance, and to lower levels of conformity status."""	2	1	"From a table: F(160)=277.29, p < .0001."	0	1	2	0	1	0	0	0																																																																																																																														
MILLER SL;MANER JK;BECKER DV	"SELF-PROTECTIVE BIASES IN GROUP CATEGORIZATION: THREAT CUES SHAPE THE PSYCHOLOGICAL BOUNDARY BETWEEN ""US"" AND ""THEM"""	2010	10.1037/A0018086		39	isi000279189100005	0	0	0	0	0	1981	2017	1	51	51	2.62084905200218	2.90558326999747	1	0	0.19047619047619	0.752941176470588	1	0	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	94	77	80	3	56	0022-3514	J. PERS. SOC. PSYCHOL.	JUL	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	FLORIDA STATE UNIV																																																																																																																																												
MILLER SR	"I DON'T WANT TO GET INVOLVED: SHYNESS, PSYCHOLOGICAL CONTROL, AND YOUTH ACTIVITIES"	2012	10.1177/0265407512448266		105	isi000310333500003	0	0	0	0	0	1981	2017	1	3	3	0.316148424027265	0.771552701495112	0	0	0	0.772727272727273	0	0	JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS	45	4	4	0	26	0265-4075	J. SOC. PERS. RELATSH.	NOV	"COMMUNICATION; FAMILY STUDIES; PSYCHOLOGY, SOCIAL"	COMMUNICATION; FAMILY STUDIES; PSYCHOLOGY	UNIV WINDSOR																																																																																																																																												
MISCHEL W;EBBESEN EB	ATTENTION IN DELAY OF GRATIFICATION	1970	10.1037/H0029815	35	32	isia1970h653100020	NULL	NULL	NULL	NULL	NULL	1981	2017	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	22	341	349	1	89	0022-3514	J. PERS. SOC. PSYCHOL.		"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	NOTREPORTED																	4f6fa5163cf058f6100037a6	0022-3514				14156489	8.3210642431835	161580	98	13994909	6500	15.381078012002	198	96	6302	284142	8.2964880675438	3485	98	280657	42	24.973951219512	4	90	38	Walter Mischel	Ebbe B. Ebbesen			article	3626951	1.5.4	FALSE	Psychology	Cognitive Science	era	era	18		16	1576687117	106.25	10.25	7	7	0	0	0	0	0	0	0	0	106.25	1423933597		Psychology	Social Sciences	0	390	0	390	https://badges.altmetric.com/?size=64&score=107&types=mmmmmvwd	https://badges.altmetric.com/?size=100&score=107&types=mmmmmvwd	https://badges.altmetric.com/?size=180&score=107&types=mmmmmvwd	http://www.altmetric.com/details.php?citation_id=3626951	Marketing	era																			12													1																					2	1		
MOLM LD;MELAMED D;WHITHAM MM	BEHAVIORAL CONSEQUENCES OF EMBEDDEDNESS: EFFECTS OF THE UNDERLYING FORMS OF EXCHANGE	2013	10.1177/0190272512468284		336	isi000317866400004	0	0	0	0	0	1981	2017	1	6	6	0.630231806405884	0.656491465006129	0	0	0	0.9	1	0	SOCIAL PSYCHOLOGY QUARTERLY	45	9	10	1	25	0190-2725	SOC. PSYCHOL. Q.	MAR	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNIV ARIZONA																	4f6fa5143cf058f610003563	1939-8999				3633792	4.9212574058383	2897680	2	82411	146	7.4676137931034	131	2	3	85314	7.1087392308325	67697	1	385	1	0	1	1	0	Linda D. Molm	David Melamed	Monica M. Whitham		article	1572920	1.5.4	FALSE	Psychology	Sociology	era	era	1		1	1363579202	0.25	0	0	0	0	0	0	0	0	0	0	0	0.25	1371799407	1356998400	Psychology	Social Sciences	0	43	0	43	https://badges.altmetric.com/?size=64&score=1&types=ffffffff	https://badges.altmetric.com/?size=100&score=1&types=ffffffff	https://badges.altmetric.com/?size=180&score=1&types=ffffffff	http://www.altmetric.com/details.php?citation_id=1572920	Cognitive Science	era																1																																								
MONTEITH MJ;BURNS MD;RUPP DE;MIHALEC ADKINS BP	"OUT OF WORK AND OUT OF LUCK? LAYOFFS, SYSTEM JUSTIFICATION, AND HIRING DECISIONS FOR PEOPLE WHO HAVE BEEN LAID OFF"	2016	10.1177/1948550615599827	166	136	isi000367308600011	0	0	0	0	0	1981	2017	1	1	1	0.342163138781614	1.32632309465863	0	0	0	0.714285714285714	0	0	SOCIAL PSYCHOLOGICAL AND PERSONALITY SCIENCE	39	2	2	0	15	1948-5506	SOC. PSYCHOL. PERSONAL SCI.	JAN	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	PURDUE UNIV																	4f6fa6383cf058f610008966		3	1		12519026	7.7493320468504	671491	94	11846570	886	50.018348022599	339	61	547	238469	9.0712269151418	18150	92	220289	45	38.275181818182	17	60	27	Margo J. Monteith	Mason D. Burns	Deborah E. Rupp	Brittany P. Mihalec-Adkins	article	4408605	1.5.4	FALSE					10	6	9	1474452374	20.35	0	0	0	0	0	0	0	0	0	0	0	20.35	1439909276	1439769600			0	26	0	26	https://badges.altmetric.com/?size=64&score=21&types=emmttttt	https://badges.altmetric.com/?size=100&score=21&types=emmttttt	https://badges.altmetric.com/?size=180&score=21&types=emmttttt	http://www.altmetric.com/details.php?citation_id=4408605										1948-5506	1948-5514									1	2		Psychology	era	2																																	
MOORE M	SEX AND ACKNOWLEDGMENTS - A NONREACTIVE STUDY	1984	10.1007/BF00288522		370	isia1984sy41900015	0	0	0	0	0	1981	2017	1	7	7	0.368926889246963	0.70578698347332	0	0	0	0.666666666666667	0	0	SEX ROLES	17	7	7	0	0	0360-0025	SEX ROLES		"PSYCHOLOGY, DEVELOPMENTAL; PSYCHOLOGY, SOCIAL; WOMEN'S STUDIES"	PSYCHOLOGY; WOMEN'S STUDIES	TECHNION ISRAEL INST TECHNOL	other	0.001	"""While men acknowledged mainly other males' professional advice, women acknowledged advice by both sexes. """	2	0	"""In Table I (X2total = 34.62), the significant AC
interaction (X2AC (2) = 22.78; p < .001) indicates that while males tend to
acknowledge predominantly other males' professional advice, for female authors,
the modal category is mixed-sex acknowledgments. """	1	1	3	0	2	0	0	0																																																																																																																														
MOREWEDGE CK;NORTON MI	WHEN DREAMING IS BELIEVING: THE (MOTIVATED) INTERPRETATION OF DREAMS	2009	10.1037/A0013264		149	isi000262556100001	0	0	0	0	0	1981	2017	1	15	15	0.673947757978638	3.11257451382239	0	0	0.166666666666667	0.878378378378378	1	0	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	98	25	25	1	22	0022-3514	J. PERS. SOC. PSYCHOL.	FEB	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	CARNEGIE MELLON UNIV																	4f6fa5163cf058f6100037a6		10	2		14195901	8.3415185476002	378341	97	13817612	6502	15.435512690355	465	92	6037	109298	6.6841576072537	2072	98	107226	18	25.047411764706	2	88	16	Carey K. Morewedge	Michael I. Norton			article	414426	1.5.4	FALSE	Psychology	Cognitive Science	era	era	23	12	21	1548597627	49.616	0	0	0	0	0	0	0	0	0	0	0	49.616	1318926194	1230768000	Psychology	Social Sciences	2	170	0	172	https://badges.altmetric.com/?size=64&score=50&types=embttttw	https://badges.altmetric.com/?size=100&score=50&types=embttttw	https://badges.altmetric.com/?size=180&score=50&types=embttttw	http://www.altmetric.com/details.php?citation_id=414426	Marketing	era	19159131				psychology			1939-1315	0022-3514		"This research investigated laypeople's interpretation of their dreams. Participants from both Eastern and Western cultures believed that dreams contain hidden truths (Study 1) and considered dreams to provide more meaningful information about the world than similar waking thoughts (Studies 2 and 3). The meaningfulness attributed to specific dreams, however, was moderated by the extent to which the content of those dreams accorded with participants' preexisting beliefs--from the theories they endorsed to attitudes toward acquaintances, relationships with friends, and faith in God (Studies 3-6). Finally, dream content influenced judgment: Participants reported greater affection for a friend after considering a dream in which a friend protected rather than betrayed them (Study 5) and were equally reluctant to fly after dreaming or learning of a plane crash (Studies 2 and 3). Together, these results suggest that people engage in motivated interpretation of their dreams and that these interpretations impact their everyday lives."	pubmed					5	1	1																																		2			
MORI K;MORI H	NO CONFEDERATES NEEDED: SOCIAL COMPARISON WITHOUT COLLABORATION	2011	10.2224/SBP.2011.39.4.543		40	isi000292010800011	0	0	0	0	0	1981	2017	1	1	1	0.0622470825686219	0.218322488126711	0	0	0	0.444444444444444	1	0	SOCIAL BEHAVIOR AND PERSONALITY	11	1	1	0	0	0301-2212	SOC. BEHAV. PERS.		"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	TOKYO UNIV AGR AND TECHNOL		0.01	"""Those shown easier tasks would unwittingly perform those tasks better than  the  other  group"" … ""[The procedure] showed  that  the  new  paradigm  successfully  created  good  and  bad  performers  as  expected."""	2	0	"""As expected, the within-subject variable yielded a highly significant effect, F(1,37)= 39.50, p < .01, showing that the winner’s intelligence was rated as higher than the  loser’s."""	1	1	1	0	1	1	0	0																																																																																																																														
MORRIS GL;ALCORN MB	RAVEN PROGRESSIVE MATRICES AND INSPECTION TIME - P200 SLOPE CORRELATES	1995	10.1016/0191-8869(94)00126-D		49	isia1995qe56500011	0	0	0	0	0	1981	2017	1	14	14	0.309531659716615	0.521951199262398	0	0	0.0666666666666667	0.785714285714286	0	0	PERSONALITY AND INDIVIDUAL DIFFERENCES	21	15	17	0	0	0191-8869	PERS. INDIVID. DIFFER.	JAN	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNIV NO COLORADO		0.05	"""P200 slope at the frontal and temporo-occipital, … , recording sites was significantly correlated with both [1]inspection time and [2]Raven’s performance. """	2	1	"(F(5, 240) = 2.215, p > 0.05,"	1	1	1	0	2	0	0	0																																																																																																																														
MORRISON KR	A LICENSE TO SPEAK UP: OUTGROUP MINORITIES AND OPINION EXPRESSION	2011	10.1016/J.JESP.2011.03.004		35	isi000292663200006	0	0	0	0	0	1981	2017	1	7	7	0.435729577980353	0.96614024470982	0	0	0	0.8	0	0	JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY	38	8	8	0	16	0022-1031	J. EXP. SOC. PSYCHOL.	JUL	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNIV CHICAGO																																																																																																																																												
MUGNY G;PAPASTAMOU S	MINORITY INFLUENCE AND PSYCHOSOCIAL IDENTITY	1982	NA		104	isia1982pq66300004	NULL	NULL	NULL	NULL	NULL	1981	2017	1	15	15	0.482265654781623	0.635518962856672	0	0	0.285714285714286	0.428571428571429	0	0													unclear	0.01	""" It is shown that the influence of a minority is greater when subjects are led to believe that they have in common with the minority numerous category memberships (five out of eight presented) than when they think they share fewer (one out of eight). The difference between these two inductions is, as expected, revealed to be most marked  when the source is rigid and for those subjects displaying opinions already relatively close to those of the source"""	2	1	"t is thus for the subjects who are close to the source, those for whom a social identification is made possible by the fact of their similarity of opinion with the source and made salient by the experimental induction, that the one versus five common categories variable has the greater effect (F1196 = 7.110, P < 0.01). "	1	1	1	0	2	0	0	0			52fd38463cf05823668b4567	2327-9214	10	2	1	11126160	7.2178448772736	880858	92	10243595	165	4.2577804878049	8	95	157	209630	8.2912488730092	22191	89	187368	7	6.4	1	85	6	"Maloney, Nancy"	"Heider, Arvela R"	"Rockwood, Amy"	"Singh, Ranjit"	article	2814578	1.5.4	FALSE					30	17	18	1441823508	12.35	0	0	0	0	0	0	0	0	0	0	0	12.35	1414464955				0	0	0	0	https://badges.altmetric.com/?size=64&score=13&types=ttttttff	https://badges.altmetric.com/?size=100&score=13&types=ttttttff	https://badges.altmetric.com/?size=180&score=13&types=ttttttff	http://www.altmetric.com/details.php?citation_id=2814578																		1							4																																	
MULDER M	"COMMUNICATION STRUCTURE, DECISION STRUCTURE AND GROUP-PERFORMANCE"	1960	10.2307/2786133		104	isia1960cas7000001	NULL	NULL	NULL	NULL	NULL	1981	2017	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	SOCIOMETRY	13	46	46	0	2				"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	NOTREPORTED																																																																																																																																												
MULLEN B	SOCIAL PSYCHOLOGICAL MODELS OF IMPRESSION-FORMATION AMONG CONSUMERS	1984	10.1080/00224545.1984.9924538		60	isia1984tx56100008	0	0	0	0	0	1981	2017	1	1	1	0.0264501138631428	0.162877016946721	0	0	0	1	0	0	JOURNAL OF SOCIAL PSYCHOLOGY	21	1	2	0	0	0022-4545	J. SOC. PSYCHOL.		"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	MURRAY STATE UNIV																																																																																																																																												
MULLIN CR;LINZ D	DESENSITIZATION AND RESENSITIZATION TO VIOLENCE AGAINST WOMEN - EFFECTS OF EXPOSURE TO SEXUALLY VIOLENT FILMS ON JUDGMENTS OF DOMESTIC VIOLENCE VICTIMS	1995	10.1037/0022-3514.69.3.449	138	123	isia1995rr98400006	0	0	0	0	0	1981	2017	1	50	50	1.10547021327362	3.50977631359017	0	0	0.0196078431372549	0.681818181818182	0	0	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	45	66	68	0	16	0022-3514	J. PERS. SOC. PSYCHOL.	SEP	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNIV CALIF SANTA BARBARA																	4f6fa5163cf058f6100037a6					14291367	8.3779004233642	2385368	82	11766022	6537	15.596492044064	1892	69	4569	262983	12.702337224601	56882	76	202423	2	57.03	2	1	0	Charles R. Mullin	Daniel Linz			article	11007641	1.5.4	FALSE	Psychology	Cognitive Science	era	era	3		3	1501545600	7	0	0	0	0	0	0	0	0	0	0	0	7	1472818666	788918400	Psychology	Social Sciences	0	54	0	54	https://badges.altmetric.com/?size=64&score=7&types=eeeddddd	https://badges.altmetric.com/?size=100&score=7&types=eeeddddd	https://badges.altmetric.com/?size=180&score=7&types=eeeddddd	http://www.altmetric.com/details.php?citation_id=11007641	Marketing	era								0022-3514	1939-1315									1														2																								
