ut,label,cluster_id1,n_pubs,label1,label2,label3,label4,label5
000336489000011,WOS:000336489000011,1803,6282,autobiographical memory,expressive writing,rumination,generativity,mental time travel
000336489000011,WOS:000336489000011,1803,6282,autobiographical memory,expressive writing,rumination,generativity,mental time travel
000336489000012,WOS:000336489000012,402,16851,dilemma game,spatial prisoner,social dilemma,public goods game,ultimatum game
000336489000013,WOS:000336489000013,139,22581,high functioning autism,autistic trait,asperger,asperger syndrome,autistic disorder
000336489000013,WOS:000336489000013,139,22581,high functioning autism,autistic trait,asperger,asperger syndrome,autistic disorder
000336489000014,WOS:000336489000014,805,12034,huntington,myotonic dystrophy type,disease,spinocerebellar,type
000336489000015,WOS:000336489000015,1552,7382,facial attractiveness,evolutionary psychology,fertility,menstrual cycle,mate preference
000336489000015,WOS:000336489000015,1552,7382,facial attractiveness,evolutionary psychology,fertility,menstrual cycle,mate preference
000336489000016,WOS:000336489000016,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000336489000016,WOS:000336489000016,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000336489000017,WOS:000336489000017,3031,2196,death anxiety,mortality salience,ostracism,terror management,social exclusion
000336489000017,WOS:000336489000017,3031,2196,death anxiety,mortality salience,ostracism,terror management,social exclusion
000336489000018,WOS:000336489000018,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000336489000019,WOS:000336489000019,1803,6282,autobiographical memory,expressive writing,rumination,generativity,mental time travel
000336489000019,WOS:000336489000019,1803,6282,autobiographical memory,expressive writing,rumination,generativity,mental time travel
000336489000020,WOS:000336489000020,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000336529700013,WOS:000336529700013,1039,10212,face recognition,face processing,prosopagnosia,unfamiliar face,facial identity
000336638700013,WOS:000336638700013,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000336653300104,WOS:000336653300104,175,21302,semantic dementia,visual word recognition,n400,alzheimer,primary progressive aphasia
000336655700109,WOS:000336655700109,1803,6282,autobiographical memory,expressive writing,rumination,generativity,mental time travel
000336663100007,WOS:000336663100007,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000336671400004,WOS:000336671400004,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000336671400009,WOS:000336671400009,263,18952,methylphenidate,attention deficit hyperactivity disorder,adhd,atomoxetine,adult adhd
000336671400010,WOS:000336671400010,1797,6303,narcissism,dark triad,callous unemotional trait,psychopathic trait,machiavellianism
000336743400008,WOS:000336743400008,1306,8581,borderline personality disorder,rorschach,dialectical behavior therapy,personality pathology,mentalization
000336744400039,WOS:000336744400039,2658,3289,electroacupuncture,acupoint,acupuncture stimulation,st36,fmri study
000336744400044,WOS:000336744400044,292,18630,binocular rivalry,primary visual cortex,orientation selectivity,blindsight,amblyopia
000336795400001,WOS:000336795400001,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000336971300070,WOS:000336971300070,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000337076600001,WOS:000337076600001,1049,10156,mismatch negativity,mmn,auditory event,error processing,simon effect
000337076600002,WOS:000337076600002,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000337076600002,WOS:000337076600002,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000337076600003,WOS:000337076600003,1329,8476,mindfulness,effect,yoga,systematic review,self compassion
000337076600003,WOS:000337076600003,1329,8476,mindfulness,effect,yoga,systematic review,self compassion
000337076600004,WOS:000337076600004,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000337076600004,WOS:000337076600004,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000337076600005,WOS:000337076600005,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000337076600006,WOS:000337076600006,1329,8476,mindfulness,effect,yoga,systematic review,self compassion
000337076600006,WOS:000337076600006,1329,8476,mindfulness,effect,yoga,systematic review,self compassion
000337076600007,WOS:000337076600007,32,34451,urocortin,maternal behavior,prenatal stress,aggression,crh
000337076600007,WOS:000337076600007,32,34451,urocortin,maternal behavior,prenatal stress,aggression,crh
000337076600008,WOS:000337076600008,1797,6303,narcissism,dark triad,callous unemotional trait,psychopathic trait,machiavellianism
000337076600008,WOS:000337076600008,1797,6303,narcissism,dark triad,callous unemotional trait,psychopathic trait,machiavellianism
000337076600009,WOS:000337076600009,2363,4199,oxytocin,vasopressin,intranasal oxytocin,oxytocin receptor,oxtr
000337076600010,WOS:000337076600010,2363,4199,oxytocin,vasopressin,intranasal oxytocin,oxytocin receptor,oxtr
000337076600011,WOS:000337076600011,2266,4527,cerebellum,cerebellar cortex,eyeblink conditioning,cerebellar purkinje cell,NULL
000337076600011,WOS:000337076600011,2266,4527,cerebellum,cerebellar cortex,eyeblink conditioning,cerebellar purkinje cell,NULL
000337076600012,WOS:000337076600012,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000337076600012,WOS:000337076600012,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000337076600013,WOS:000337076600013,139,22581,high functioning autism,autistic trait,asperger,asperger syndrome,autistic disorder
000337076600014,WOS:000337076600014,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000337076600014,WOS:000337076600014,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000337076600015,WOS:000337076600015,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000337076600016,WOS:000337076600016,2366,4186,alexithymia,trait emotional intelligence,emotional awareness,item toronto alexithymia scale,msceit
000337076600017,WOS:000337076600017,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000337076600017,WOS:000337076600017,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000337076600018,WOS:000337076600018,1329,8476,mindfulness,effect,yoga,systematic review,self compassion
000337076600018,WOS:000337076600018,1329,8476,mindfulness,effect,yoga,systematic review,self compassion
000337076600019,WOS:000337076600019,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000337076600019,WOS:000337076600019,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000337076600020,WOS:000337076600020,3330,1339,ego depletion,self control,gratification,free will,willpower
000337256200003,WOS:000337256200003,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000337267900024,WOS:000337267900024,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000337355300007,WOS:000337355300007,787,12173,surgical outcome,focal cortical dysplasia,high frequency oscillation,dysembryoplastic neuroepithelial tumor,rasmussen
000337359800021,WOS:000337359800021,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000337507500005,WOS:000337507500005,139,22581,high functioning autism,autistic trait,asperger,asperger syndrome,autistic disorder
000337550600020,WOS:000337550600020,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000337563500012,WOS:000337563500012,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000337594900011,WOS:000337594900011,3031,2196,death anxiety,mortality salience,ostracism,terror management,social exclusion
000337600700002,WOS:000337600700002,2363,4199,oxytocin,vasopressin,intranasal oxytocin,oxytocin receptor,oxtr
000337600700002,WOS:000337600700002,2363,4199,oxytocin,vasopressin,intranasal oxytocin,oxytocin receptor,oxtr
000337600700003,WOS:000337600700003,2222,4672,receiver,artificial neural network,diagnostic accuracy,characteristic curve,gold standard
000337600700003,WOS:000337600700003,2222,4672,receiver,artificial neural network,diagnostic accuracy,characteristic curve,gold standard
000337600700004,WOS:000337600700004,2363,4199,oxytocin,vasopressin,intranasal oxytocin,oxytocin receptor,oxtr
000337600700005,WOS:000337600700005,792,12131,psychoanalysis,freud,analyst,countertransference,dream
000337600700006,WOS:000337600700006,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000337600700007,WOS:000337600700007,2363,4199,oxytocin,vasopressin,intranasal oxytocin,oxytocin receptor,oxtr
000337600700008,WOS:000337600700008,175,21302,semantic dementia,visual word recognition,n400,alzheimer,primary progressive aphasia
000337600700008,WOS:000337600700008,175,21302,semantic dementia,visual word recognition,n400,alzheimer,primary progressive aphasia
000337600700009,WOS:000337600700009,3254,1563,conspiracy theory,death experience,paranormal belief,psi,superstition
000337600700009,WOS:000337600700009,3254,1563,conspiracy theory,death experience,paranormal belief,psi,superstition
000337600700010,WOS:000337600700010,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000337600700010,WOS:000337600700010,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000337600700011,WOS:000337600700011,1803,6282,autobiographical memory,expressive writing,rumination,generativity,mental time travel
000337627500007,WOS:000337627500007,1049,10156,mismatch negativity,mmn,auditory event,error processing,simon effect
000337630700003,WOS:000337630700003,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000337677900008,WOS:000337677900008,3300,1447,intangible cultural heritage,cultural diplomacy,unesco,safeguarding,ecomuseum
000337746800038,WOS:000337746800038,131,22835,hypoxic ischemic encephalopathy,therapeutic hypothermia,hypothermia,perinatal asphyxia,neonatal seizure
000337746800046,WOS:000337746800046,890,11268,music therapy,effect,patient,congenital amusia,musical training
000337746800048,WOS:000337746800048,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000337746800051,WOS:000337746800051,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000337755100003,WOS:000337755100003,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000337777700008,WOS:000337777700008,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000337910900002,WOS:000337910900002,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000337972600010,WOS:000337972600010,770,12354,infant,mind,false belief,imitation,month old infant
000337972600013,WOS:000337972600013,2449,3886,synesthesia,audiovisual integration,mcgurk effect,sound symbolism,grapheme color synesthesia
000337972600017,WOS:000337972600017,175,21302,semantic dementia,visual word recognition,n400,alzheimer,primary progressive aphasia
000337988700011,WOS:000337988700011,3581,829,boredom,mind wandering,boredom proneness,mind,response task
000338007300004,WOS:000338007300004,1821,6204,bereavement,complicated grief,grief,death,posttraumatic growth
000338110900007,WOS:000338110900007,175,21302,semantic dementia,visual word recognition,n400,alzheimer,primary progressive aphasia
000338110900017,WOS:000338110900017,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000338127200005,WOS:000338127200005,1357,8401,httlpr,temperament,serotonin transporter gene,comt,catechol o methyltransferase
000338194800022,WOS:000338194800022,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000338199200013,WOS:000338199200013,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000338199200018,WOS:000338199200018,139,22581,high functioning autism,autistic trait,asperger,asperger syndrome,autistic disorder
000338280800005,WOS:000338280800005,2058,5239,phantom limb pain,rubber hand illusion,body ownership,agency,interoception
000338338700005,WOS:000338338700005,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000338404200010,WOS:000338404200010,653,13594,chronic insomnia,short sleep duration,sleep problem,cognitive behavioral therapy,insomnia disorder
000338413100015,WOS:000338413100015,2363,4199,oxytocin,vasopressin,intranasal oxytocin,oxytocin receptor,oxtr
000338451800003,WOS:000338451800003,2061,5230,gambling,parkinson,pathological gambling,disease,impulse control disorder
000338508000010,WOS:000338508000010,2986,2318,vegetative state,minimally conscious state,disorder,consciousness,paroxysmal sympathetic hyperactivity
000338508200035,WOS:000338508200035,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000338516800016,WOS:000338516800016,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000338596500001,WOS:000338596500001,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000338638200009,WOS:000338638200009,3815,468,neuropeptide s,ecrg4,spexin,npsr1,esophageal cancer
000338701300072,WOS:000338701300072,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000338723300001,WOS:000338723300001,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000338768000010,WOS:000338768000010,2686,3198,disgust,moral judgment,disgust sensitivity,moral dilemma,contamination
000338809200002,WOS:000338809200002,1049,10156,mismatch negativity,mmn,auditory event,error processing,simon effect
000338809200004,WOS:000338809200004,1803,6282,autobiographical memory,expressive writing,rumination,generativity,mental time travel
000338813700018,WOS:000338813700018,1039,10212,face recognition,face processing,prosopagnosia,unfamiliar face,facial identity
000338909500025,WOS:000338909500025,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000338909500032,WOS:000338909500032,770,12354,infant,mind,false belief,imitation,month old infant
000338914100006,WOS:000338914100006,411,16706,visual working memory,attentional blink,spatial neglect,change blindness,return
000338914100008,WOS:000338914100008,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000338914100014,WOS:000338914100014,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000338914100019,WOS:000338914100019,1961,5667,driver,driver fatigue,driver drowsiness detection,mental fatigue,resident
000338914100033,WOS:000338914100033,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000338976900004,WOS:000338976900004,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000339066900008,WOS:000339066900008,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000339134800005,WOS:000339134800005,2824,2795,deception,deception detection,information test,false confession,micro expression recognition
000339136000004,WOS:000339136000004,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000339146000004,WOS:000339146000004,292,18630,binocular rivalry,primary visual cortex,orientation selectivity,blindsight,amblyopia
000339177800005,WOS:000339177800005,2363,4199,oxytocin,vasopressin,intranasal oxytocin,oxytocin receptor,oxtr
000339398000014,WOS:000339398000014,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000339426700004,WOS:000339426700004,139,22581,high functioning autism,autistic trait,asperger,asperger syndrome,autistic disorder
000339426700014,WOS:000339426700014,779,12226,transcranial direct current stimulation,tdc,rtms,corticospinal excitability,burst stimulation
000339426700017,WOS:000339426700017,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000339432800007,WOS:000339432800007,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000339495900001,WOS:000339495900001,3379,1235,neuroethic,neuroscience,brain,neurology,neuropsychiatry
000339498400001,WOS:000339498400001,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000339567000012,WOS:000339567000012,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000339567000014,WOS:000339567000014,3023,2211,primary dysmenorrhea,premenstrual syndrome,menstruation,adolescent girl,NULL
000339567000036,WOS:000339567000036,2363,4199,oxytocin,vasopressin,intranasal oxytocin,oxytocin receptor,oxtr
000339567000050,WOS:000339567000050,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000339567000052,WOS:000339567000052,1039,10212,face recognition,face processing,prosopagnosia,unfamiliar face,facial identity
000339606400001,WOS:000339606400001,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000339635000124,WOS:000339635000124,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000339697400016,WOS:000339697400016,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000339706700008,WOS:000339706700008,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000339706700031,WOS:000339706700031,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000339833300003,WOS:000339833300003,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000339860000001,WOS:000339860000001,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000339860000028,WOS:000339860000028,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000339860000030,WOS:000339860000030,1846,6137,hofstede,collectivism,individualism,hikikomori,cultural difference
000339860000031,WOS:000339860000031,770,12354,infant,mind,false belief,imitation,month old infant
000339883300002,WOS:000339883300002,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000339937700002,WOS:000339937700002,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000339953300001,WOS:000339953300001,2363,4199,oxytocin,vasopressin,intranasal oxytocin,oxytocin receptor,oxtr
000339953300002,WOS:000339953300002,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000339953300003,WOS:000339953300003,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000339953300004,WOS:000339953300004,148,22218,nervosa,disorder,bulimia nervosa,anorexia nervosa,body dissatisfaction
000339953300004,WOS:000339953300004,148,22218,nervosa,disorder,bulimia nervosa,anorexia nervosa,body dissatisfaction
000339953300005,WOS:000339953300005,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000339953300005,WOS:000339953300005,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000339953300006,WOS:000339953300006,1900,5946,food addiction,diabetic rat,streptozotocin,obesity,high fat diet
000339953300006,WOS:000339953300006,1900,5946,food addiction,diabetic rat,streptozotocin,obesity,high fat diet
000339953300007,WOS:000339953300007,1039,10212,face recognition,face processing,prosopagnosia,unfamiliar face,facial identity
000339953300008,WOS:000339953300008,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000339953300008,WOS:000339953300008,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000339953300009,WOS:000339953300009,1039,10212,face recognition,face processing,prosopagnosia,unfamiliar face,facial identity
000339953300010,WOS:000339953300010,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000339953300011,WOS:000339953300011,2363,4199,oxytocin,vasopressin,intranasal oxytocin,oxytocin receptor,oxtr
000339953300012,WOS:000339953300012,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000339953300012,WOS:000339953300012,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000339953300013,WOS:000339953300013,175,21302,semantic dementia,visual word recognition,n400,alzheimer,primary progressive aphasia
000339953300014,WOS:000339953300014,1039,10212,face recognition,face processing,prosopagnosia,unfamiliar face,facial identity
000339953300014,WOS:000339953300014,1039,10212,face recognition,face processing,prosopagnosia,unfamiliar face,facial identity
000339953300015,WOS:000339953300015,1803,6282,autobiographical memory,expressive writing,rumination,generativity,mental time travel
000339953300015,WOS:000339953300015,1803,6282,autobiographical memory,expressive writing,rumination,generativity,mental time travel
000339953300016,WOS:000339953300016,2226,4654,placebo effect,anterior cingulate cortex,placebo analgesia,laser,fmri study
000339953300017,WOS:000339953300017,770,12354,infant,mind,false belief,imitation,month old infant
000339953300017,WOS:000339953300017,770,12354,infant,mind,false belief,imitation,month old infant
000339953300018,WOS:000339953300018,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000339953300018,WOS:000339953300018,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000339953300019,WOS:000339953300019,2366,4186,alexithymia,trait emotional intelligence,emotional awareness,item toronto alexithymia scale,msceit
000339953300019,WOS:000339953300019,2366,4186,alexithymia,trait emotional intelligence,emotional awareness,item toronto alexithymia scale,msceit
000339953300020,WOS:000339953300020,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000340014300008,WOS:000340014300008,263,18952,methylphenidate,attention deficit hyperactivity disorder,adhd,atomoxetine,adult adhd
000340020200005,WOS:000340020200005,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000340028800023,WOS:000340028800023,139,22581,high functioning autism,autistic trait,asperger,asperger syndrome,autistic disorder
000340059600001,WOS:000340059600001,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000340068500002,WOS:000340068500002,1803,6282,autobiographical memory,expressive writing,rumination,generativity,mental time travel
000340182700005,WOS:000340182700005,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000340190300001,WOS:000340190300001,1357,8401,httlpr,temperament,serotonin transporter gene,comt,catechol o methyltransferase
000340190300002,WOS:000340190300002,2686,3198,disgust,moral judgment,disgust sensitivity,moral dilemma,contamination
000340190300002,WOS:000340190300002,2686,3198,disgust,moral judgment,disgust sensitivity,moral dilemma,contamination
000340190300003,WOS:000340190300003,2750,3010,moyamoya disease,perinatal stroke,arterial ischemic stroke,childhood stroke,seckel syndrome
000340190300004,WOS:000340190300004,2363,4199,oxytocin,vasopressin,intranasal oxytocin,oxytocin receptor,oxtr
000340190300005,WOS:000340190300005,1803,6282,autobiographical memory,expressive writing,rumination,generativity,mental time travel
000340190300005,WOS:000340190300005,1803,6282,autobiographical memory,expressive writing,rumination,generativity,mental time travel
000340190300006,WOS:000340190300006,3031,2196,death anxiety,mortality salience,ostracism,terror management,social exclusion
000340190300007,WOS:000340190300007,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000340190300007,WOS:000340190300007,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000340190300008,WOS:000340190300008,2363,4199,oxytocin,vasopressin,intranasal oxytocin,oxytocin receptor,oxtr
000340190300009,WOS:000340190300009,2363,4199,oxytocin,vasopressin,intranasal oxytocin,oxytocin receptor,oxtr
000340305200013,WOS:000340305200013,1039,10212,face recognition,face processing,prosopagnosia,unfamiliar face,facial identity
000340308400010,WOS:000340308400010,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000340309800027,WOS:000340309800027,2226,4654,placebo effect,anterior cingulate cortex,placebo analgesia,laser,fmri study
000340316400004,WOS:000340316400004,175,21302,semantic dementia,visual word recognition,n400,alzheimer,primary progressive aphasia
000340317500006,WOS:000340317500006,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000340318600016,WOS:000340318600016,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000340471500004,WOS:000340471500004,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000340545300019,WOS:000340545300019,175,21302,semantic dementia,visual word recognition,n400,alzheimer,primary progressive aphasia
000340545300021,WOS:000340545300021,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000340563900001,WOS:000340563900001,195,20830,human auditory cortex,listener,cochlear implant user,reverberation,interaural time difference
000340570200012,WOS:000340570200012,351,17560,peyronie,sildenafil,premature ejaculation,inhibitor,priapism
000340658800002,WOS:000340658800002,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000340745800001,WOS:000340745800001,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000340746500002,WOS:000340746500002,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000340791300001,WOS:000340791300001,685,13323,pediatric bipolar disorder,lithium,bipolar depression,affective temperament,bipolar spectrum disorder
000340838800003,WOS:000340838800003,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000340868700001,WOS:000340868700001,243,19456,cocaine self administration,cue,craving,reinstatement,attentional bias
000340881500004,WOS:000340881500004,805,12034,huntington,myotonic dystrophy type,disease,spinocerebellar,type
000340883500011,WOS:000340883500011,127,22935,posttraumatic stress disorder,ptsd,refugee,veteran,iraq
000340885300011,WOS:000340885300011,1765,6440,salivary cortisol,cortisol,cortisol awakening response,psychosocial stress,testosterone
000340900600114,WOS:000340900600114,770,12354,infant,mind,false belief,imitation,month old infant
000340980400012,WOS:000340980400012,2824,2795,deception,deception detection,information test,false confession,micro expression recognition
000340980400014,WOS:000340980400014,1039,10212,face recognition,face processing,prosopagnosia,unfamiliar face,facial identity
000340980400023,WOS:000340980400023,272,18805,developmental dyslexia,dyslexia,morphological awareness,reading comprehension,curriculum
000340985400006,WOS:000340985400006,243,19456,cocaine self administration,cue,craving,reinstatement,attentional bias
000341001600026,WOS:000341001600026,1171,9330,blind,tactile display,tactile perception,friction,visual impairment
000341009500003,WOS:000341009500003,1039,10212,face recognition,face processing,prosopagnosia,unfamiliar face,facial identity
000341017000024,WOS:000341017000024,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000341017300012,WOS:000341017300012,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000341027000001,WOS:000341027000001,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000341066700005,WOS:000341066700005,175,21302,semantic dementia,visual word recognition,n400,alzheimer,primary progressive aphasia
000341125400022,WOS:000341125400022,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000341127500096,WOS:000341127500096,2686,3198,disgust,moral judgment,disgust sensitivity,moral dilemma,contamination
000341231500069,WOS:000341231500069,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000341231500103,WOS:000341231500103,175,21302,semantic dementia,visual word recognition,n400,alzheimer,primary progressive aphasia
000341271500003,WOS:000341271500003,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000341312600018,WOS:000341312600018,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000341313200002,WOS:000341313200002,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000341314100034,WOS:000341314100034,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000341314100035,WOS:000341314100035,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000341314100045,WOS:000341314100045,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000341413800001,WOS:000341413800001,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000341462200007,WOS:000341462200007,770,12354,infant,mind,false belief,imitation,month old infant
000341467700003,WOS:000341467700003,1186,9266,housing market,house price,homeownership,real estate,foreclosure
000341470200002,WOS:000341470200002,770,12354,infant,mind,false belief,imitation,month old infant
000341470200026,WOS:000341470200026,1123,9666,robots,social robots,autism,uncanny valley,humanoid robot
000341488700073,WOS:000341488700073,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000341511600013,WOS:000341511600013,1797,6303,narcissism,dark triad,callous unemotional trait,psychopathic trait,machiavellianism
000341552100013,WOS:000341552100013,3079,2050,humor,humor style,gelotophobia,laughter,joke
000341577800022,WOS:000341577800022,1039,10212,face recognition,face processing,prosopagnosia,unfamiliar face,facial identity
000341683400001,WOS:000341683400001,1846,6137,hofstede,collectivism,individualism,hikikomori,cultural difference
000341859200001,WOS:000341859200001,314,18182,physicalism,frege,mental causation,presentism,godel
000341936600001,WOS:000341936600001,173,21379,obstructive sleep apnea,continuous positive airway pressure,osa,cpap,obstructive
000341967100001,WOS:000341967100001,2058,5239,phantom limb pain,rubber hand illusion,body ownership,agency,interoception
000342188600020,WOS:000342188600020,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000342193900001,WOS:000342193900001,890,11268,music therapy,effect,patient,congenital amusia,musical training
000342269400020,WOS:000342269400020,263,18952,methylphenidate,attention deficit hyperactivity disorder,adhd,atomoxetine,adult adhd
000342285700005,WOS:000342285700005,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000342297800002,WOS:000342297800002,1706,6716,aphasia,post stroke depression,participation,chronic aphasia,person
000342313100001,WOS:000342313100001,155,21975,stereotype threat,implicit association test,regulatory focus,hindsight bias,counterfactual thinking
000342313100002,WOS:000342313100002,2824,2795,deception,deception detection,information test,false confession,micro expression recognition
000342313100003,WOS:000342313100003,2824,2795,deception,deception detection,information test,false confession,micro expression recognition
000342313100004,WOS:000342313100004,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000342313100005,WOS:000342313100005,819,11865,premature ovarian failure,turner syndrome,x chromosome inactivation,turner,y chromosome
000342313100007,WOS:000342313100007,91,25711,multiple sclerosis,neuromyelitis optica,effect,interferon beta,fatigue
000342313100008,WOS:000342313100008,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000342313100009,WOS:000342313100009,1049,10156,mismatch negativity,mmn,auditory event,error processing,simon effect
000342357800006,WOS:000342357800006,1900,5946,food addiction,diabetic rat,streptozotocin,obesity,high fat diet
000342441400014,WOS:000342441400014,160,21785,concussion,mild traumatic brain injury,sport,chronic traumatic encephalopathy,tbi
