PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	C1	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	WC	UT	PM
J	Zahn, Roland; Moll, Jorge; Iyengar, Vijeth; Huey, Edward D.; Tierney, Michael; Krueger, Frank; Grafman, Jordan								Social conceptual impairments in frontotemporal lobar degeneration with right anterior temporal hypometabolism								BRAIN				132				604	616		10.1093/brain/awn343			MAR 2009	2009	Inappropriate social behaviours are early and distinctive symptoms of the temporal and frontal variants of frontotemporal lobar degeneration (FTLD). Knowledge of social behaviour is essential for appropriate social conduct. It is unknown, however, in what way this knowledge is degraded in FTLD. In a recent functional MRI study, we have identified a right-lateralized superior anterior temporal lobe (aTL) region showing selective activation for social concepts (i.e. concepts describing social behaviour: e.g. polite, stingy) as compared with concepts describing less socially relevant animal behaviour (animal function concepts: e.g. trainable, nutritious). In a further fMRI study, superior aTL activation was independent of the context of actions and feelings associated with these social concepts. Here, we investigated whether the right superior sector of the aTL is necessary for context-independent knowledge of social concepts. We assessed neuronal glucose uptake using 18-fluoro-deoxy-glucose-positron emission tomography (FDG-PET) and a novel semantic discrimination task which probed knowledge of social and animal function concepts in patients with FTLD (n 29) and corticobasal syndrome (n 18). FTLD and corticobasal syndrome groups performed equally poorly on animal function concepts but FTLD patients showed more pronounced impairments on social concepts than corticobasal syndrome patients. FTLD patients with right superior aTL hypometabolism, as determined on individual ROI analyses, were significantly more impaired on social concepts than on animal function concepts. FTLD patients with selective impairments for social concepts, as determined on individual neuropsychological profiles, showed higher levels of inappropriate social behaviours (disinhibition) and demonstrated more pronounced hypometabolism in the right superior aTL, the left temporal pole and the right lateral orbitofrontal and dorsomedial prefrontal cortex as compared with FTLD patients showing selective impairments of animal function concepts. Combining both FTLD subgroup analyses, based on anatomical and neuropsychological criteria, by using inclusive masks, revealed the right superior aTL as associated with selective impairments of social concepts in both analyses. These results corroborate the hypothesis that the right aTL is necessary for representing conceptual social knowledge. Further, we provide first evidence for the potential importance of conceptual social knowledge impairments as contributing to behavioural symptoms of FTLD.		[Zahn, Roland; Moll, Jorge; Iyengar, Vijeth; Huey, Edward D.; Tierney, Michael; Krueger, Frank; Grafman, Jordan] NINDS, NIH, Cognit Neurosci Sect, Bethesda, MD 20892 USA; [Zahn, Roland] Univ Manchester, Neurosci & Aphasia Res Unit, Sch Psychol Sci, Manchester, Lancs, England; [Moll, Jorge] LABS DOr Hosp Network, Cognit & Behav Neurosci Unit, Rio De Janeiro, Brazil; [Huey, Edward D.] Feinstein Inst Med Res, Litwin Zucker Res Ctr Study Alzheimers Dis & Memo, Manhasset, NY USA; [Grafman, Jordan] NINDS, NIH, Cognit Neurosci Sect, 10 Ctr Dr,Room 7D43, Bethesda, MD 20892 USA								110							Clinical Neurology; Neurosciences	WOS:000264889000006		
J	Robins, Diana L.; Hunyadi, Elinora; Schultz, Robert T.								Superior temporal activation in response to dynamic audio-visual emotional cues								BRAIN AND COGNITION				69	2			269	278		10.1016/j.bandc.2008.08.007			MAR 2009	2009	Perception of emotion is critical for successful social interaction, yet the neural mechanisms underlying the perception of dynamic, audio-visual emotional cues are poorly understood. Evidence from language and sensory paradigms suggests that the superior temporal sulcus and gyrus (STS/STG) play a key role in the integration of auditory and visual cues. Emotion perception research has focused on static facial cues; however, dynamic audio-visual (AV) cues mimic real-world social cues more accurately than static and/or unimodal stimuli. Novel dynamic AV stimuli were presented using a block design in two fMRI studies, comparing bimodal stimuli to unimodal conditions, and emotional to neutral stimuli. Results suggest that the bilateral superior temporal region plays distinct roles in the perception of emotion and in the integration of auditory and visual cues. Given the greater ecological validity of the stimuli developed for this study, this paradigm may be helpful in elucidating the deficits in emotion perception experienced by clinical populations. (C) 2008 Elsevier Inc. All rights reserved.		[Robins, Diana L.] Georgia State Univ, Dept Psychol, Atlanta, GA 30302 USA; [Hunyadi, Elinora; Schultz, Robert T.] Childrens Hosp Philadelphia, Ctr Autism Res, Philadelphia, PA 19104 USA; [Robins, Diana L.] Georgia State Univ, Dept Psychol, POB 5010, Atlanta, GA 30302 USA								84							Neurosciences; Psychology, Experimental	WOS:000263581900006		
J	Tylen, Kristian; Wallentin, Mikkel; Roepstorff, Andreas								Say it with flowers! An fMRI study of object mediated communication								BRAIN AND LANGUAGE				108	3			159	166		10.1016/j.bandl.2008.07.002			MAR 2009	2009	Human communicational interaction can be mediated by a host of expressive means from words in a natural language to gestures and material symbols. Given the proper contextual setting even an everyday object can gain a mediating function in a communicational situation. In this study we used event-related fMRI to study the brain activity caused by everyday material objects when they are perceived as signals. We found that comprehension of material signals activates bilaterally areas of the ventral stream and pars triangularis of the inferior frontal cortex, that is, areas traditionally associated with verbal language and semantics. In addition, we found that right-hemisphere inferior frontal cortex is recruited as a function of the increasing unconventionality of communicative objects. Together these findings support an interpretation of the traditional language areas as playing a more general role across modalities in relation to communicational mediation of social semantic meaning. (C) 2008 Elsevier Inc. All rights reserved.		[Tylen, Kristian] Univ So Denmark, Inst Language & Commun, DK-5230 Odense M, Denmark; [Tylen, Kristian; Wallentin, Mikkel; Roepstorff, Andreas] Aarhus Univ Hosp, Ctr Functionally Integrat Neurosci, DK-8000 Aarhus, Denmark; [Wallentin, Mikkel] Univ Aarhus, Ctr Semiot, DK-8000 Aarhus, Denmark; [Roepstorff, Andreas] Univ Aarhus, Inst Anthropol Archaeol & Linguist, DK-8270 Moesgaard, Hojbjerg, Denmark; [Tylen, Kristian] Univ So Denmark, Inst Language & Commun, Campusvej 55, DK-5230 Odense M, Denmark								17							Audiology & Speech-Language Pathology; Linguistics; Neurosciences; Psychology, Experimental	WOS:000263738300003		
J	Assaf, Michal; Kahn, Itamar; Pearlson, Godfrey D.; Johnson, Matthew R.; Yeshurun, Yehezkel; Calhoun, Vince D.; Hendler, Talma								Brain Activity Dissociates Mentalization from Motivation During an Interpersonal Competitive Game								BRAIN IMAGING AND BEHAVIOR				3	1			24	37		10.1007/s11682-008-9047-y			MAR 2009	2009	Studies demonstrating selective brain networks subserving motivation and mentalization (i.e. attributing states of mind to others) during social interactions have not investigated their mutual independence. We report the results of two fMRI studies using a competitive game requiring players to use implicit `on-line' mentalization simultaneously with motivational processes of gains and losses in playing against a human or a computer opponent. We delineate a network, consisting of bilateral temporoparietal junction, temporal pole (TP), medial prefrontal cortex (MPFC) and right fusiform gyrus, which is sensitive to the opponent's response (challenging>not challenging the player) and opponent type (human>computer). This network is similar to a known explicit `off-line' mentalization circuit, suggesting its additional involvement in implicit `on-line' mentalization, a process more applicable to real-life social interactions. Importantly, only MPFC and TP were selective to mentalization compared to motivation, highlighting their specific operation in attributing states of mind to others during social interactions.		[Assaf, Michal; Pearlson, Godfrey D.; Johnson, Matthew R.; Calhoun, Vince D.] Hartford Hosp, Inst Living, Olin Neuropsychiat Res Ctr, Hartford, CT 06106 USA; [Assaf, Michal; Pearlson, Godfrey D.; Calhoun, Vince D.] Yale Univ, Sch Med, Dept Psychiat, New Haven, CT USA; [Kahn, Itamar] Harvard Univ, Howard Hughes Med Inst, Cambridge, MA 02138 USA; [Johnson, Matthew R.] Yale Univ, Interdepartmental Neurosci Program, New Haven, CT USA; [Yeshurun, Yehezkel] Tel Aviv Univ, Sch Comp Sci, IL-69978 Tel Aviv, Israel; [Hendler, Talma] Tel Aviv Univ, Tel Aviv Sourasky Med Ctr, Wohl Inst Adv Imaging, Funct Brain Res Ctr, IL-69978 Tel Aviv, Israel; [Hendler, Talma] Tel Aviv Univ, Sackler Fac Med, IL-69978 Tel Aviv, Israel; [Calhoun, Vince D.] Mind Res Network, Albuquerque, NM USA; [Calhoun, Vince D.] Univ New Mexico, Dept Elect & Comp Engn, Albuquerque, NM 87131 USA; [Assaf, Michal] Hartford Hosp, Inst Living, Olin Neuropsychiat Res Ctr, 200 Retreat Ave, Hartford, CT 06106 USA								32							Neuroimaging	WOS:000271090500003		
J	Fullam, Rachael S.; McKie, Shane; Dolan, Mairead C.								Psychopathic traits and deception: functional magnetic resonance imaging study								BRITISH JOURNAL OF PSYCHIATRY				194	3			229	235		10.1192/bjp.bp.108.053199			MAR 2009	2009	Background There is relatively little existing information regarding the neural correlates of deception in individuals with psychopathic traits. Aims To investigate the relationship between neural responses during deception and psychopathic personality traits in a sample of male participants drawn from the normal population. Method Twenty-four male participants carried out a simple deception paradigm while undergoing functional magnetic resonance imaging. Psychopathic traits were assessed in the sample using the Psychopathic Personality Inventory (PPI) Results Mean response times were greater for the lie than truth condition. Lie responses resulted in enhanced activation of the ventrolateral prefrontal cortex. The PPI sub-scales, coldheartedness, fearlessness, Machavellian egocentricity, social potency and stress immunity were found to be correlated with activation patterns in the brain circuitry implicated in both deception and related processes such as behavioural restraint and social cognition. Conclusions This is a novel technology that may prove useful in our understanding of some of the key components of the psychopathy construct in both clinical and non-clinical contexts		[Fullam, Rachael S.] Monash Univ, Victorian Inst Forens Mental Hlth, Sch Psychol Psychiat & Psychol Med, Ctr Forens Behav Sci, Fairfield, Vic 3078, Australia; [McKie, Shane] Univ Manchester, Manchester M13 9PL, Lancs, England; [Fullam, Rachael S.] Monash Univ, Victorian Inst Forens Mental Hlth, Sch Psychol Psychiat & Psychol Med, Ctr Forens Behav Sci, Locked Bag 10, Fairfield, Vic 3078, Australia								45							Psychiatry	WOS:000264387100007		
J	Hennenlotter, Andreas; Dresel, Christian; Castrop, Florian; Baumann, Andres O. Ceballos; Wohlschlager, Afra M.; Haslinger, Bernhard								The Link between Facial Feedback and Neural Activity within Central Circuitries of Emotion-025EFNew Insights from Botulinum Toxin-Induced Denervation of Frown Muscles								CEREBRAL CORTEX				19	3			537	542		10.1093/cercor/bhn104			MAR 2009	2009	Afferent feedback from muscles and skin has been suggested to influence our emotions during the control of facial expressions. Recent imaging studies have shown that imitation of facial expressions is associated with activation in limbic regions such as the amygdala. Yet, the physiological interaction between this limbic activation and facial feedback remains unclear. To study if facial feedback effects on limbic brain responses during intentional imitation of facial expressions, we applied botulinum toxin (BTX)-induced denervation of frown muscles in combination with functional magnetic resonance imaging as a reversible lesion model to minimize the occurrence of afferent muscular and cutaneous input. We show that, during imitation of angry facial expressions, reduced feedback due to BTX treatment attenuates activation of the left amygdala and its functional coupling with brain stem regions implicated in autonomic manifestations of emotional states. These findings demonstrate that facial feedback modulates neural activity within central circuitries of emotion during intentional imitation of facial expressions. Given that people tend to mimic the emotional expressions of others, this could provide a potential physiological basis for the social transfer of emotion.		[Hennenlotter, Andreas; Dresel, Christian; Castrop, Florian; Wohlschlager, Afra M.; Haslinger, Bernhard] Tech Univ Munich, Klinikum Rechts Isar, Neurol Klin, D-81675 Munich, Germany; [Hennenlotter, Andreas] Max Planck Inst Kognit & Neurowissensch, Abt Neuropsychol, D-04103 Leipzig, Germany; [Baumann, Andres O. Ceballos] Neurol Krankenhaus Munchen, Abt Neurol & Klin Neurophysiol, D-80804 Munich, Germany; [Wohlschlager, Afra M.] Tech Univ Munich, Klinikum Rechts Isar, Nukl Med Klin, D-81675 Munich, Germany; [Wohlschlager, Afra M.] Tech Univ Munich, Klinikum Rechts Isar, Abt Neuroradiol, D-81675 Munich, Germany; [Haslinger, Bernhard] Tech Univ Munich, Klinikum Rechts Isar, Neurol Klin, Ismaninger Str 22, D-81675 Munich, Germany								120							Neurosciences	WOS:000263162600004		
J	Steinbeis, Nikolaus; Koelsch, Stefan								Understanding the Intentions Behind Man-Made Products Elicits Neural Activity in Areas Dedicated to Mental State Attribution								CEREBRAL CORTEX				19	3			619	623		10.1093/cercor/bhn110			MAR 2009	2009	Trying to understand others is the most pervasive aspect of successful social interaction. To date there is no evidence on whether human products, which signal the workings of a mind in the absence of an explicit agent, also reliably engage neural structures typically associated with mental state attribution. By means of functional magnetic resonance imaging the present study shows that when subjects believe they are listening to a piece of music that was written by a composer (i.e., human product) as opposed to generated by a computer (i.e., nonhuman product), activations in the cortical network typically reported for mental state attribution (anterior medial frontal cortex [aMFC]), superior temporal sulcus, and temporal poles) were observed. The activation in the aMFC correlated highly with the extent to which subjects had engaged in attributing the expression of intentions to the composed pieces, as indicated in a postimaging questionnaire. We interpret these findings as indicative of automatic mechanisms, which reflect mental state attribution in the face of any stimulus that potentially signals the working of another mind and conclude that even in the absence of a socially salient stimulus, our environment is still populated by the indirect social signals inherent to human artifacts.		[Steinbeis, Nikolaus] Max Planck Inst Human Cognit & Brain Res, D-04103 Leipzig, Germany; [Koelsch, Stefan] Univ Sussex, Dept Psychol, Brighton BN1 9QH, E Sussex, England; [Steinbeis, Nikolaus] Max Planck Inst Human Cognit & Brain Res, Stephanstr 1A, D-04103 Leipzig, Germany								64							Neurosciences	WOS:000263162600012		
J	Burnett, Stephanie; Blakemore, Sarah-Jayne								Functional connectivity during a social emotion task in adolescents and in adults								EUROPEAN JOURNAL OF NEUROSCIENCE				29	6			1294	1301		10.1111/j.1460-9568.2009.06674.x			MAR 2009	2009	In this fMRI study we investigated functional connectivity between components of the mentalising system during a social emotion task, using psychophysiological interaction (PPI) analysis. Ten adults (22-32 years) and 18 adolescents (11-18 years) were scanned while thinking about scenarios in which a social or a basic emotion would be experienced. Unlike basic emotions (such as disgust and fear), social emotions (such as embarrassment and guilt) require the representation of another's mental states. In both adults and adolescents, an anterior rostral region of medial prefrontal cortex (arMPFC) involved in mentalising showed greater connectivity with the posterior superior temporal sulcus (pSTS) bordering on the temporo-parietal junction (TPJ) and with anterior temporal cortex (ATC) during social than during basic emotion. This result provides novel evidence that components of the mentalising system interact functionally during a social emotion task. Furthermore, functional connectivity differed between adolescence and adulthood. The adolescent group showed stronger connectivity between arMPFC and pSTS/TPJ during social relative to basic emotion than did the adult group, suggestive of developmental changes in functional integration within the mentalising system.		[Burnett, Stephanie; Blakemore, Sarah-Jayne] UCL, Inst Cognit Neurosci, London WC1N 3AR, England; [Burnett, Stephanie] UCL, Inst Cognit Neurosci, 17 Queen Sq, London WC1N 3AR, England								93							Neurosciences	WOS:000264065500021		
J	Burgund, E. Darcy; Guo, Yi; Aurbach, Elyse L.								Priming for letters and pseudoletters in mid-fusiform cortex: examining letter selectivity and case invariance								EXPERIMENTAL BRAIN RESEARCH				193	4			591	601		10.1007/s00221-008-1661-9			MAR 2009	2009	A large body of research indicates a critical role for the left mid-fusiform cortex in reading, however, the extent to which this area is dedicated exclusively to the processing of words and letters has been debated. Two questions regarding left mid-fusiform function are critical to this debate: (1) Are letters stored preferentially compared to visually equivalent non-letters (letter selectivity)? (2) Are letter representations abstract with respect to changes in letter case (e.g., A/a; case invariance)? The present study addressed these questions by comparing priming for letters and pseudoletters in left and right mid-fusiform regions using functional magnetic resonance imaging while subjects performed a same/different matching task. Results revealed priming for letters but not pseudoletters in the left mid-fusiform region, suggesting that representations are letter selective. However, no priming for different-case-primed letters was observed in this region, indicating that representations are not case invariant. In addition, priming for pseudoletters but not letters was observed in the homologous right mid-fusiform region. Overall, findings contradict strongly modular theories of letter/word processing and suggest that left and right mid-fusiform regions support generic object processes that are differentially effective for representing disparate types of visual stimuli.		[Burgund, E. Darcy] Rice Univ, Dept Psychol, Houston, TX 77251 USA; [Burgund, E. Darcy] Rice Univ, Dept Psychol, MS 25,POB 1892, Houston, TX 77251 USA								5							Neurosciences	WOS:000263833600010		
J	Hubbard, Amy L.; Wilson, Stephen M.; Callan, Daniel E.; Dapretto, Mirella								Giving Speech a Hand: Gesture Modulates Activity in Auditory Cortex During Speech Perception								HUMAN BRAIN MAPPING				30	3			1028	1037		10.1002/hbm.20565			MAR 2009	2009	Viewing hand gestures during face-to-face communication affects speech perception and comprehension. Despite the visible role played by gesture in social interactions, relatively little is known about how the brain integrates hand gestures with co-occurring speech. Here we used functional magnetic resonance imaging (fMRI) and an ecologically valid paradigm to investigate how beat gesture-a fundamental type of hand gesture that marks speech prosody-might impact speech perception at the neural level. Subjects underwent fMRI while listening to spontaneously-produced speech accompanied by beat gesture, nonsense hand movement, or a still body; as additional control conditions, subjects also viewed beat gesture, nonsense hand movement, or a still body all presented without speech. Validating behavioral evidence that gesture affects speech perception, bilateral nonprimary auditory cortex showed greater activity when speech was accompanied by beat gesture than when speech was presented alone. Further, the left superior temporal gyrus/sulcus showed stronger activity when speech was accompanied by beat gesture than when speech was accompanied by nonsense hand movement. Finally, the right planum temporale was identified as a putative multisensory integration site for beat gesture and speech (i.e., here activity in response to speech accompanied by beat gesture was greater than the summed responses to speech alone and beat gesture alone), indicating that this area may be pivotally involved in synthesizing the rhythmic aspects of both speech and gesture. Taken together, these findings suggest a common neural substrate for processing speech and gesture, likely reflecting their joint communicative role in social interactions. Hum Brain Mapp 30:1028-1037, 2009. (C) 2008 Wile.y-Liss, Inc.		[Hubbard, Amy L.] Univ Calif Los Angeles, Dept Appl Linguist, Ahmanson Lovelace Brain Mapping Ctr, Los Angeles, CA 90095 USA; [Hubbard, Amy L.; Callan, Daniel E.] ATR Kyoto, Computat Neurosci Labs, Kyoto, Japan; [Callan, Daniel E.] ATR Kyoto, Natl Inst Informat & Commun Technol, Kyoto, Japan; [Dapretto, Mirella] Univ Calif Los Angeles, Dept Psychiat & Biobehav Sci, Los Angeles, CA 90095 USA; [Hubbard, Amy L.] Univ Calif Los Angeles, Dept Appl Linguist, Ahmanson Lovelace Brain Mapping Ctr, 660 Charles E Young Dr S, Los Angeles, CA 90095 USA								75							Neurosciences; Neuroimaging; Radiology, Nuclear Medicine & Medical Imaging	WOS:000264015900028		
J	Nakao, Hisashi; Itakura, Shoji								An Integrated View of Empathy: Psychology, Philosophy, and Neuroscience								INTEGRATIVE PSYCHOLOGICAL AND BEHAVIORAL SCIENCE				43	1			42	52		10.1007/s12124-008-9066-7			MAR 2009	2009	In this paper, we will examine and untangle a conflict mainly between a developmental psychologist, Martin Hoffman and a social psychologist, Daniel Batson. According to Hoffman, empathic distress, a vicarious feeling through empathy, is transformed into an altruistic motivation. Batson and others on the other hand, criticize Hoffman, claiming that empathic altruism has no relation with empathic distress. We will point out some problems with Batson's position by referring to the results of fMRI experiments that suggest empathic distress and empathic altruism share a common basis, and defend Hoffman's argument. This will also offer new insights into the evolution of empathy.		[Nakao, Hisashi] Kyoto Univ, Grad Sch Letters, Dept Philosophy & Hist Sci, Sakyo Ku, Kyoto 6068501, Japan; [Itakura, Shoji] Kyoto Univ, Grad Sch Letters, Dept Psychol, Kyoto 6068501, Japan; [Nakao, Hisashi] Kyoto Univ, Grad Sch Letters, Dept Philosophy & Hist Sci, Sakyo Ku, Yoshida Honamchi, Kyoto 6068501, Japan								8							Psychology, Biological; Neurosciences	WOS:000263139100003		
J	Cosman, Doina; Nemes, Bogdan; Nica, Sorin; Herta, Dana-Cristina								VERBAL, VISUOSPATIAL AND FACE WORKING MEMORY IMPAIRMENT IN MULTIPLE EPISODE SCHIZOPHRENIA PATIENTS								JOURNAL OF COGNITIVE AND BEHAVIORAL PSYCHOTHERAPIES				9	1			21	32					MAR 2009	2009	Memory impairment has been acknowledged as a core cognitive deficit in schizophrenia, and it is present irrespective of specific features related to the patient or the evolution of the disorder. It is suggested that distinct functional subsystems of memory are differently impaired in these patients, hence the broad range of levels of functioning affected in this specific population. Die aim of this study was to assess working memory performance in multiple episode schizophrenia patients. A group of patients diagnosed with schizophrenia and a control group of healthy subjects were comparatively evaluated with 3 neurocognitive tests which require the use of working memory subsystems. Our results indicate significantly poorer performance in the case of patients suffering from schizophrenia, in all three working memory tests - they displayed impaired face recognition abilities and used a significantly higher number of non-list words when asked to repeat a list of words, which may be particularly relevant for their social functioning. The neurobiological and genetic background of the memory impairment in schizophrenia have been acknowledged due to increasing body of evidence, and the current study supports the current data which state that working memory deficits in schizophrenia are consistent, stable and comprehensive. This is particularly relevant for the personal management, and also for the academic, interpersonal and social rehabilitation of schizophrenia patients.		[Cosman, Doina; Nemes, Bogdan; Nica, Sorin; Herta, Dana-Cristina] Iuliu Hatieganu Univ Med & Pharm, Cluj Napoca, Romania; [Cosman, Doina] Iuliu Hatieganu Univ Med & Pharm, Cluj Napoca, Romania								2							Psychology, Clinical	WOS:000271680100002		
J	Mitchell, Jason P.; Ames, Daniel L.; Jenkins, Adrianna C.; Banaji, Mahzarin R.								Neural Correlates of Stereotype Application								JOURNAL OF COGNITIVE NEUROSCIENCE				21	3			594	604		10.1162/jocn.2009.21033			MAR 2009	2009	Recent research has focused on the disparate mechanisms that support the human ability to "mentalize'' about the thoughts and feelings of others. One such process may rely on precompiled, semantic beliefs about the characteristics common to members of a social group, that is, on stereotypes; for example, judging that a woman may be more likely than a man to have certain interests or opinions. In the current study, we identified a pattern of neural activity associated with the use of stereotypes to judge another person's psychological characteristics. During fMRI scanning, participants mentalized about the likely responses of a female and male target to a series of questions, some of which were related to gender stereotypes ( e. g., "enjoys shopping for new clothes''). Trials on which participants applied a stereotype were segregated from those on which participants avoided stereotype use. The BOLD response in an extensive region of the right frontal cortex differentiated stereotype-applied from-unapplied trials. Moreover, this neural difference was correlated with a behavioral index of gender associations-the Implicit Association Test administered after scanning. Results suggest that stereotype application may draw on cognitive processes that more generally subserve semantic knowledge about categories.		[Mitchell, Jason P.] Harvard Univ, Dept Psychol, Cambridge, MA 02138 USA; [Mitchell, Jason P.] Harvard Univ, Dept Psychol, William James Hall,33 Kirkland St, Cambridge, MA 02138 USA								39							Neurosciences; Psychology, Experimental	WOS:000264023100014		
J	Reske, Martina; Habel, Ute; Kellermann, Thilo; Backes, Volker; Shah, N. Jon; von Wilmsdorff, Martina; Gaebel, Wolfgang; Zilles, Karl; Schneider, Frank								Differential brain activation during facial emotion discrimination in first-episode schizophrenia								JOURNAL OF PSYCHIATRIC RESEARCH				43	6			592	599		10.1016/j.jpsychires.2008.10.012			MAR 2009	2009	Background: Aberrant brain activation during facial emotion discrimination has been described in chronic schizophrenia, while little is known about early stages of the illness. The aim of the current study was to investigate valence-specific brain activation of emotion discrimination in first-episode schizophrenia. These patients provide the advantage of lacking the effects of long-term medication and chronic illness course and can hence further enhance the understanding of underlying psychopathological mechanisms. Methods: Using event-related fMRI, we investigated 18 first-episode schizophrenia patients and 18 matched healthy subjects during an explicit emotion discrimination task presenting happy, sad and neutral monochromatic facial expressions. A repeated measure analysis of variance (ANOVA) with the factors Group (patients, healthy subjects), Gender and Emotion (happy, sad, neutral) was performed on behavioural and functional data. Results: Behavioural performance did not differ between groups. Valence-independent hypoactivations in patients were observed for the anterior cingulate and orbitofrontal cortex while hyperactivations emerged in the posterior cingulate and the precuneus. Emotion-specific group differences were revealed in inferior parietal and orbitofrontal brain areas and the hippocampus. Conclusions: First-episode schizophrenia already affects areas involved in processing of both, emotions and primary facial information. Our study underlines the role of dysfunctional neural networks as the basis of disturbed social interactions in early schizophrenia. (C) 2008 Elsevier Ltd. All rights reserved.		[Reske, Martina] Univ Calif San Diego, Dept Psychiat, San Diego, CA 92037 USA; [Reske, Martina; Habel, Ute; Kellermann, Thilo; Backes, Volker; Schneider, Frank] Rhein Westfal TH Aachen, Dept Psychiat & Psychotherapy, Aachen, Germany; [Shah, N. Jon; Zilles, Karl] Res Ctr Julich, Inst Neurosci & Biophys Med, Julich, Germany; [Shah, N. Jon] Univ Dortmund, Inst Phys, D-44221 Dortmund, Germany; [von Wilmsdorff, Martina; Gaebel, Wolfgang] Univ Dusseldorf, Dept Psychiat & Psychotherapy, D-4000 Dusseldorf, Germany; [Reske, Martina] Univ Calif San Diego, Dept Psychiat, 8939 Villa La Jolla Dr,Suite C230, San Diego, CA 92037 USA								54							Psychiatry	WOS:000264613200003		
J	Chatterjee, Anjan; Thomas, Amy; Smith, Sabrina E.; Aguirre, Geoffrey K.								The Neural Response to Facial Attractiveness								NEUROPSYCHOLOGY				23	2			135	143		10.1037/a0014430			MAR 2009	2009	What are the neural correlates of attractiveness? Using functional MRI (fMRI), the authors addressed this question in the specific context of the apprehension of faces. When subjects judged facial beauty explicitly, neural activity in a widely distributed network involving the ventral occipital, anterior insular, dorsal posterior parietal, inferior dorsolateral, and medial prefrontal cortices correlated parametrically with the degree of facial attractiveness. When subjects were not attending explicitly to attractiveness, but rather were judging facial identity, the ventral occipital region remained responsive to facial beauty. The authors propose that this region, which includes the fusiform face area (FFA), the lateral occipital cortex (LOC), and medially adjacent regions, is activated automatically by beauty and may serve as a neural trigger for pervasive effects of attractiveness in social interactions.		[Chatterjee, Anjan; Thomas, Amy; Smith, Sabrina E.; Aguirre, Geoffrey K.] Univ Penn, Dept Neurol, Philadelphia, PA 19104 USA; [Chatterjee, Anjan; Thomas, Amy; Smith, Sabrina E.; Aguirre, Geoffrey K.] Univ Penn, Ctr Cognit Neurosci, Philadelphia, PA 19104 USA; [Chatterjee, Anjan] Univ Penn, Dept Neurol, 3 West Gates,3400 Spruce St, Philadelphia, PA 19104 USA								115							Psychology, Clinical; Neurosciences; Psychology	WOS:000264034100001		
J	Roelofs, Karin; Minelli, Alessandra; Mars, Rogier B.; van Peer, Jacobien; Toni, Ivan								On the neural control of social emotional behavior								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				4	1			50	58		10.1093/scan/nsn036			MAR 2009	2009	It is known that the orbitofrontal cortex (OFC) is crucially involved in emotion regulation. However, the specific role of the OFC in controlling the behavior evoked by these emotions, such as approachavoidance (AA) responses, remains largely unexplored. We measured behavioral and neural responses (using fMRI) during the performance of a social task, a reaction time (RT) task where subjects approached or avoided visually presented emotional faces by pulling or pushing a joystick, respectively. RTs were longer for affect-incongruent responses (approach angry faces and avoid happy faces) as compared to affect-congruent responses (approachhappy; avoidangry). Moreover, affect-incongruent responses recruited increased activity in the left lateral OFC. These behavioral and neural effects emerged only when the subjects responded explicitly to the emotional value of the faces (AA-task) and largely disappeared when subjects responded to an affectively irrelevant feature of the faces during a control (gender evaluation: GE) task. Most crucially, the size of the OFC-effect correlated positively with the size of the behavioral costs of approaching angry faces. These findings qualify the role of the lateral OFC in the voluntary control of socialmotivational behavior, emphasizing the relevance of this region for selecting rule-driven stimulusresponse associations, while overriding automatic (affect-congruent) stimulusresponse mappings.		[Roelofs, Karin; van Peer, Jacobien] Leiden Univ, Inst Psychol Res, Clin Hlth & Neuropsychol Unit, NL-2300 RA Leiden, Netherlands; [Roelofs, Karin] Leiden Univ, Leiden Inst Brain & Cognit, NL-2300 RA Leiden, Netherlands; [Minelli, Alessandra] Ctr S Giovanni Dio, IRCCS, Genet Unit, Brescia, Italy; [Mars, Rogier B.] Univ Oxford, Dept Expt Psychol, Oxford OX1 3UD, England; [Mars, Rogier B.; Toni, Ivan] Radboud Univ Nijmegen, FC Donders Ctr Cognit Neuroimaging, Nijmegen, Netherlands; [Mars, Rogier B.; Toni, Ivan] Radboud Univ Nijmegen, Nijmegen Inst Cognit & Informat, Nijmegen, Netherlands; [Roelofs, Karin] Box 9555, NL-2300 RB Leiden, Netherlands								97							Neurosciences; Psychology; Psychology, Experimental	WOS:000264398000005		
